Well_Name,DEPT,DPHZ,DT,GR_EDTC,HCAL,HDRA,NPHI,PEFZ,RHOZ,RLA3,RLA4,RLA5,RM_HRLT,SPHI,SVEL,TENS,TT1,TT2,TT3,TT4
MIP_4H,2662.5,0.0367,75.9116,156.1181,10.0419,0.188,0.2723,3.5829,2.6202,28.1003,28.684,28.7487,0.0423,0.1639,13173.21,2236,537.3015,383.1172,524.0502,372.556
MIP_4H,2663,-0.0044,75.9143,145.5381,9.4059,0.1382,0.2833,3.6488,2.6871,28.7168,29.8151,30.0156,0.0414,0.164,13172.7412,2309,533.3762,384.7067,519.6202,371.5451
MIP_4H,2663.5,-0.029,75.9814,151.4709,9.0084,0.1185,0.2518,3.7512,2.7272,28.9328,30.8266,30.8607,0.0399,0.1644,13161.1104,2284,530.7301,382.0531,522.0711,368.918
MIP_4H,2664,-0.0162,76.3292,162.5991,8.997,0.1512,0.2657,3.8359,2.7064,28.8331,30.7845,31.3017,0.0403,0.1665,13101.1436,2240,529.0978,381.1475,520.0554,365.637
MIP_4H,2664.5,0.0008,76.0499,165.9134,9.0766,0.2286,0.2736,3.8367,2.6786,25.7974,27.4022,28.1255,0.0415,0.1648,13149.2627,2172,522.2696,379.7705,510.6914,368.3454
MIP_4H,2665,0.0116,75.1761,171.3258,9.1788,0.2844,0.2964,3.7776,2.6611,27.1326,28.8249,29.7442,0.042,0.1594,13302.1055,2202,521.6207,377.5535,502.9744,365.1147
MIP_4H,2665.5,0.0003,74.3733,167.4006,9.1788,0.2817,0.3056,3.716,2.6795,31.1729,33.3063,34.928,0.0421,0.1544,13445.6846,2325,517.6975,374.5759,502.6608,356.8911
MIP_4H,2666,-0.0298,73.1971,167.8967,9.1788,0.2301,0.2962,3.6736,2.7285,31.5011,32.9307,34.5369,0.0417,0.1468,13661.7393,2307,514.5655,371.8636,499.3722,349.1402
MIP_4H,2666.5,-0.0536,72.223,161.2415,9.0425,0.1565,0.2703,3.6251,2.7674,39.2482,40.7616,43.9339,0.0415,0.1404,13846,2193,517.8676,369.7819,502.1976,347.645
MIP_4H,2667,-0.0555,71.8072,143.5941,8.7926,0.0797,0.2388,3.5612,2.7705,38.5227,40.5065,43.6571,0.0414,0.1376,13926.1816,2120,516.1459,366.4421,499.0634,344.716
MIP_4H,2667.5,-0.0413,70.717,133.8228,8.838,0.0228,0.2049,3.5494,2.7472,38.8076,40.808,44.2379,0.0415,0.1301,14140.8682,2196,515.2083,365.2207,490.6113,348.3029
MIP_4H,2668,-0.0363,71.636,137.875,8.838,-0.0015,0.2075,3.5957,2.7392,34.4826,35.6098,39.0253,0.0422,0.1364,13959.46,2337,508.1361,362.4904,486.1899,343.9879
MIP_4H,2668.5,-0.0245,72.3451,148.8938,8.8835,0.0002,0.2178,3.6387,2.7199,30.311,31.7204,34.2386,0.0426,0.1412,13822.6436,2283,498.2828,364.3965,481.2574,338.9158
MIP_4H,2669,-0.0156,72.4368,159.858,8.9062,0.0163,0.2426,3.6686,2.7054,32.9887,35.0831,37.8963,0.0429,0.1418,13805.1436,2181,493.2482,357.541,481.0114,337.591
MIP_4H,2669.5,-0.0061,72.4296,155.8057,8.9289,0.0354,0.2476,3.6417,2.6899,27.963,29.2593,31.0123,0.0432,0.1418,13806.5068,2128,493.4311,354.2457,477.9301,333.7773
MIP_4H,2670,-0.0026,68.3984,153.8072,8.8153,0.0361,0.218,3.5867,2.6843,42.5733,49.2677,47.7648,0.0428,0.1133,14620.2168,2188,487.8355,355.0947,474.6618,339.5388
MIP_4H,2670.5,0.0013,67.2503,148.8038,8.7245,0.021,0.1724,3.5051,2.6779,56.4666,62.2244,67.0362,0.0429,0.1046,14869.833,2308,487.6957,353.9532,474.6111,333.8924
MIP_4H,2671,0.0036,65.8855,143.6411,8.7699,0.0018,0.1554,3.4494,2.6741,37.6369,40.7974,43.2935,0.0433,0.0938,15177.8359,2334,492.9661,354.1365,478.7308,330.0188
MIP_4H,2671.5,-0.0058,66.2317,148.1254,8.7926,0.0009,0.1668,3.4538,2.6895,34.6339,36.7717,37.8963,0.0439,0.0966,15098.5156,2214,494.0774,356.3017,474.3585,328.1489
MIP_4H,2672,-0.0027,67.0563,161.6377,8.8835,-0.001,0.175,3.5185,2.6845,49.0833,54.0901,58.7623,0.0442,0.1031,14912.832,2132,502.699,358.2761,482.8828,330.1306
MIP_4H,2672.5,0.0027,69.8305,178.2184,8.838,-0.0023,0.181,3.6342,2.6755,42.7156,46.0968,49.0667,0.0446,0.1238,14320.3848,2151,503.6978,365.1747,481.1551,341.4135
MIP_4H,2673,0.0044,70.6979,181.5593,8.8608,-0.0065,0.1962,3.7512,2.6728,30.3943,32.1457,33.4764,0.0443,0.1299,14144.6855,2304,505.3529,373.9172,481.2897,344.8503
MIP_4H,2673.5,-0.0068,73.724,174.2614,8.9062,-0.0071,0.2137,3.7658,2.691,27.0739,28.4885,29.4451,0.0435,0.1503,13564.1084,2416,514.1285,372.5535,487.5995,347.0527
MIP_4H,2674,-0.0147,74.6033,173.2007,8.9289,-0.0095,0.227,3.7483,2.704,28.6403,30.4885,31.5851,0.0428,0.1559,13404.2402,2304,518.0127,376.3672,491.2994,348.362
MIP_4H,2674.5,-0.0198,73.9204,157.601,8.9516,-0.0089,0.2364,3.6986,2.7122,25.7274,26.8794,27.3064,0.0424,0.1515,13528.0723,2132,515.1452,379.6761,497.9955,353.1193
MIP_4H,2675,-0.021,73.3706,148.0759,8.9516,-0.0077,0.2291,3.6675,2.7143,34.1012,36.0275,36.7055,0.0421,0.148,13629.4365,2167,518.6428,380.409,507.3203,349.1923
MIP_4H,2675.5,-0.0216,73.1332,129.4327,8.9289,-0.0068,0.2198,3.6473,2.7152,29.7822,30.6198,30.8122,0.0425,0.1464,13673.6826,2287,521.3622,377.2011,510.9505,356.0755
MIP_4H,2676,-0.0178,72.9211,132.7417,8.8835,-0.0078,0.2118,3.682,2.7089,31.8073,33.6978,33.2551,0.0428,0.145,13713.458,2314,520.6505,378.2614,503.2085,360.428
MIP_4H,2676.5,-0.0155,72.2652,127.7667,8.9289,-0.0098,0.2274,3.7011,2.7053,35.6402,37.8227,37.9387,0.0429,0.1407,13837.9199,2195,518.46,373.0037,505.6545,360.8484
MIP_4H,2677,-0.0138,72.106,137.731,8.8835,-0.0055,0.2376,3.7088,2.7025,30.7885,32.0487,31.7965,0.0431,0.1396,13868.4756,2127,514.6858,372.8753,498.6161,354.6721
MIP_4H,2677.5,-0.0154,71.7952,138.3949,8.8153,-0.0054,0.2433,3.6625,2.705,30.0835,29.1003,31.0863,0.0431,0.1375,13928.5068,2165,504.8962,378.5345,491.7602,357.1713
MIP_4H,2678,-0.0111,72.0718,147.4297,8.7699,-0.005,0.2546,3.6449,2.6982,36.2236,38.099,37.1641,0.0434,0.1394,13875.0586,2257,505.4695,373.2722,490.7663,350.4458
MIP_4H,2678.5,-0.0129,70.1018,144.9226,8.7926,-0.0067,0.2385,3.5979,2.701,36.5635,38.2683,38.6841,0.0446,0.1257,14264.9736,2314,511.3066,368.0119,486.0602,343.0303
MIP_4H,2679,-0.0218,69.4128,146.5798,8.7472,-0.0027,0.2268,3.5641,2.7155,21.6746,21.8543,22.0571,0.0453,0.1208,14406.5576,2271,501.7604,373.0181,481.0329,344.757
MIP_4H,2679.5,-0.0275,69.1286,138.2474,8.838,0.0009,0.1954,3.5066,2.7248,32.6599,43.3271,35.0032,0.0457,0.1187,14465.7832,2187,501.2831,371.675,488.6472,338.5018
MIP_4H,2680,-0.0272,69.0762,128.9814,8.7699,0.0006,0.1937,3.442,2.7243,45.2829,47.2271,49.1939,0.046,0.1183,14476.7559,2182,505.7436,366.5706,470.8756,335.688
MIP_4H,2680.5,-0.0163,67.1678,127.8026,8.7472,0.0001,0.1903,3.3737,2.7065,43.3831,45.1399,46.9772,0.0459,0.1039,14888.0908,2236,504.3142,370.0104,461.8108,339.4271
MIP_4H,2681,-0.0117,68.9665,137.5531,8.7472,0.0024,0.2167,3.3683,2.699,40.6602,42.3308,44.3603,0.046,0.1175,14499.7969,2329,496.9765,361.5455,474.2067,324.8376
MIP_4H,2681.5,-0.0051,68.7985,151.3763,8.7245,0.0056,0.2349,3.386,2.6883,33.2248,34.4182,36.6145,0.0467,0.1163,14535.1973,2295,495.992,359.8127,476.2917,316.5842
MIP_4H,2682,0.0115,68.2829,143.4407,8.7017,0.0048,0.2245,3.4024,2.6612,57.7958,65.443,65.6116,0.0469,0.1124,14644.9619,2197,489.1039,358.3086,460.8195,330.6407
MIP_4H,2682.5,0.0393,67.64,123.2457,8.6336,-0.0019,0.1889,3.4115,2.616,116.815,139.6939,150.8924,0.046,0.1076,14784.1533,2190,485.4807,355.0714,463.4716,333.5864
MIP_4H,2683,0.0595,65.7615,109.1598,8.6109,-0.0082,0.1587,3.4025,2.583,150.1322,183.6689,200.4559,0.0454,0.0928,15206.4629,2270,482.7148,354.2984,471.115,324.5677
MIP_4H,2683.5,0.058,65.0916,112.8226,8.5882,-0.0078,0.141,3.3796,2.5854,109.1188,139.9814,154.3895,0.0445,0.0873,15362.9727,2354,478.426,342.0871,465.3695,321.0252
MIP_4H,2684,0.0412,64.8974,136.8593,8.5882,-0.003,0.1473,3.3316,2.6128,62.0964,67.3138,73.41,0.0451,0.0857,15408.9473,2288,475.1161,336.3751,463.4386,328.7459
MIP_4H,2684.5,0.0262,64.4158,137.5012,8.6109,0.001,0.1489,3.278,2.6372,55.8481,59.373,64.4786,0.0446,0.0817,15524.1338,2164,476.5178,331.8318,466.904,323.9842
MIP_4H,2685,0.0207,64.086,129.2812,8.6109,0.0012,0.1506,3.2328,2.6462,106.5192,109.5191,120.2281,0.0441,0.0789,15604.0273,2099,480.223,329.4548,472.3537,323.2338
MIP_4H,2685.5,0.0262,62.8959,111.2579,8.5995,-0.002,0.1365,3.2518,2.6373,111.3379,138.1922,152.1201,0.0433,0.0685,15899.2979,2285,477.0712,334.8358,469.829,332.84
MIP_4H,2686,0.0192,67.0552,122.6305,8.5882,-0.0056,0.1297,3.334,2.6487,50.2925,52.0026,57.3988,0.0423,0.103,14913.0898,2454,474.5951,348.4688,466.365,338.79
MIP_4H,2686.5,0.0042,70.6219,146.5172,8.6336,-0.0084,0.1648,3.5026,2.6731,27.2355,27.8106,29.7031,0.0419,0.1294,14159.915,2381,476.4949,350.9037,465.5426,337.2184
MIP_4H,2687,-0.0221,71.5354,156.0459,8.7699,-0.0079,0.2089,3.6119,2.716,27.7863,28.3878,30.1864,0.0423,0.1357,13979.084,2212,478.7867,352.0191,464.7369,333.2667
MIP_4H,2687.5,-0.033,72.219,161.9894,8.7926,-0.0069,0.2306,3.6494,2.7337,29.6949,31.3293,32.9901,0.0426,0.1404,13846.7725,2170,487.6387,351.804,474.2132,332.6806
MIP_4H,2688,-0.0318,68.566,154.2601,8.838,-0.0055,0.2067,3.6068,2.7318,37.9302,38.9548,40.786,0.0417,0.1145,14584.4961,2203,490.323,357.2072,470.4935,333.3105
MIP_4H,2688.5,-0.0182,64.936,147.095,8.838,-0.0062,0.1692,3.5909,2.7097,51.3548,54.9115,57.6388,0.0402,0.086,15399.7686,2302,490.6643,363.6543,469.2348,340.3227
MIP_4H,2689,-0.0155,65.7231,137.1892,8.8608,-0.0038,0.145,3.5673,2.7053,44.4478,46.7261,50.8152,0.0387,0.0925,15215.3613,2287,501.9105,363.138,479.6471,332.9189
MIP_4H,2689.5,-0.0126,66.1965,140.4186,8.8835,-0.0032,0.1528,3.6273,2.7005,27.7706,30.0443,31.7464,0.0379,0.0963,15106.5488,2212,513.3438,361.0882,487.2704,328.6188
MIP_4H,2690,-0.0184,67.9458,151.7266,8.9743,-0.0001,0.2055,3.6672,2.71,28.3902,28.4761,30.0022,0.0377,0.1099,14717.6191,2133,509.3359,364.3016,488.4611,334.6097
MIP_4H,2690.5,-0.018,71.8576,164.2556,9.0425,0.0017,0.2384,3.7899,2.7094,29.285,30.3745,31.6845,0.0377,0.1379,13916.4199,2186,507.8792,373.6281,492.4092,351.0749
MIP_4H,2691,-0.0246,74.2452,165.381,8.9289,0.0022,0.2649,3.8702,2.7201,27.6069,29.9872,30.868,0.038,0.1536,13468.8877,2278,511.7569,383.0006,496.157,362.1239
MIP_4H,2691.5,-0.0333,74.749,164.211,8.9062,0.0026,0.2401,3.9406,2.7342,26.4023,28.3405,28.9622,0.0378,0.1568,13378.1016,2271,518.8774,388.6086,503.7907,368.1495
MIP_4H,2692,-0.0402,74.1985,158.9586,8.9289,0.0007,0.2587,3.9288,2.7456,28.8478,30.9164,31.8352,0.0375,0.1533,13477.3662,2194,526.2025,391.2327,512.0624,366.7141
MIP_4H,2692.5,-0.0372,74.5167,155.9424,8.9289,-0.0017,0.2563,3.934,2.7406,30.4366,32.8851,34.1433,0.0379,0.1553,13419.8066,2130,531.3287,390.2399,513.4108,367.5526
MIP_4H,2693,-0.0277,74.6558,160.4267,8.9289,-0.0064,0.2611,3.9206,2.7252,26.3601,28.4838,29.46,0.0387,0.1562,13394.7988,2188,531.2065,389.4262,508.588,368.9461
MIP_4H,2693.5,-0.021,73.8019,152.9694,8.9289,-0.0083,0.2538,3.8888,2.7142,29.2367,31.568,33.1256,0.0394,0.1508,13549.7832,2272,528.4944,385.4114,505.8714,359.8448
MIP_4H,2694,-0.0275,72.7446,160.3097,8.9289,-0.0049,0.2514,3.7695,2.7248,36.693,39.9849,42.488,0.0404,0.1439,13746.7207,2378,526.9342,379.9193,504.0369,357.3913
MIP_4H,2694.5,-0.0408,71.6599,161.1383,8.9062,0.001,0.2562,3.6966,2.7465,38.4131,41.8042,45.2983,0.0415,0.1366,13954.8066,2239,527.579,372.6964,504.9991,355.9343
MIP_4H,2695,-0.0492,70.9631,159.8795,8.9062,0.0033,0.2485,3.6791,2.7602,33.57,36.3614,39.3523,0.0421,0.1318,14091.8271,2140,522.9368,370.2115,506.3326,351.8616
MIP_4H,2695.5,-0.0509,71.2393,149.7029,8.8835,0.0021,0.2435,3.7035,2.7629,32.5406,35.4278,38.3104,0.0424,0.1337,14037.1982,2148,519.566,371.4925,509.7423,351.0667
MIP_4H,2696,-0.0488,73.6738,156.1462,8.8608,-0.0011,0.2411,3.6968,2.7595,31.6839,33.974,37.2412,0.0426,0.1499,13573.3428,2287,518.4645,372.8977,509.433,355.4409
MIP_4H,2696.5,-0.0504,74.6649,165.4807,8.8721,-0.0025,0.2409,3.6935,2.7621,26.8291,28.7979,31.4851,0.0426,0.1562,13393.168,2339,518.2039,376.3681,507.1542,361.2036
MIP_4H,2697,-0.0502,75.8815,169.0108,8.8835,-0.004,0.2541,3.7307,2.7618,24.9487,26.7208,29.3068,0.0427,0.1638,13178.4365,2283,515.5518,371.9707,507.846,362.3998
MIP_4H,2697.5,-0.0444,75.9363,170.2797,8.8835,-0.0057,0.2436,3.8165,2.7524,26.0669,28.0607,30.7988,0.043,0.1641,13168.9258,2132,517.4102,371.4325,505.3573,360.9474
MIP_4H,2698,-0.0355,74.7974,170.9042,8.9062,-0.0076,0.256,3.8961,2.7379,28.8944,31.214,34.1899,0.0431,0.1571,13369.4482,2164,512.0399,372.2141,497.59,360.318
MIP_4H,2698.5,-0.0398,73.5368,171.9697,8.8948,-0.0055,0.2513,3.835,2.7448,31.7388,34.1871,37.4954,0.0431,0.149,13598.6416,2295,511.9291,370.6933,497.1294,353.5161
MIP_4H,2699,-0.0471,71.9226,171.0243,8.9062,-0.0037,0.2473,3.7154,2.7568,32.7005,35.5381,38.6927,0.043,0.1384,13903.8398,2314,512.5051,369.4918,496.706,343.5938
MIP_4H,2699.5,-0.054,71.4726,160.2527,8.9062,-0.0027,0.2642,3.5995,2.768,32.6921,36.0973,38.7339,0.0429,0.1353,13991.374,2275,509.5958,369.0842,492.6554,341.5274
MIP_4H,2700,-0.0445,71.5026,160.3842,8.9289,0.0003,0.2688,3.647,2.7525,33.1922,36.7916,39.1877,0.0428,0.1355,13985.5098,2127,507.5611,368.764,486.7222,340.6929
MIP_4H,2700.5,-0.0345,71.228,150.2035,8.963,-0.0019,0.2733,3.7426,2.7362,33.5399,37.1694,39.5277,0.0429,0.1336,14039.4248,2152,505.5565,367.9649,481.2115,338.6804
MIP_4H,2701,-0.0323,71.2296,145.4917,8.9743,0.0001,0.2599,3.7918,2.7326,33.2366,36.6554,38.7078,0.043,0.1336,14039.1133,2252,502.6121,366.524,475.8157,337.2785
MIP_4H,2701.5,-0.0399,70.756,139.1225,8.9743,-0.0015,0.263,3.7613,2.745,34.7611,36.9615,39.2628,0.0433,0.1303,14133.0781,2320,502.0916,367.0087,479.0762,334.7452
MIP_4H,2702,-0.0448,70.4549,131.3399,8.9516,0.0007,0.2842,3.686,2.753,36.8871,38.3292,40.7892,0.0436,0.1282,14193.4775,2243,510.467,364.9984,486.1787,330.2299
MIP_4H,2702.5,-0.0477,69.8118,141.8518,8.9516,0.0015,0.2605,3.6224,2.7578,37.5597,39.8615,42.4632,0.044,0.1237,14324.2236,2169,510.0084,366.0999,490.1369,334.0193
MIP_4H,2703,-0.0418,70.7965,151.7715,8.9289,0.0012,0.2291,3.567,2.7482,39.1593,41.7701,44.5576,0.0444,0.1306,14124.9961,2168,518.1832,373.2665,499.7705,340.8969
MIP_4H,2703.5,-0.0351,70.9747,157.811,8.8948,0.0045,0.2177,3.5391,2.7372,35.0142,34.0838,39.1614,0.0445,0.1319,14089.5303,2277,510.6274,369.7845,490.7829,344.005
MIP_4H,2704,-0.0089,73.8955,169.1658,8.8835,0.004,0.2351,3.5378,2.6946,25.7034,26.8947,28.5824,0.0435,0.1514,13532.6279,2294,504.7711,375.3783,484.6284,353.4622
MIP_4H,2704.5,0.0192,75.956,162.8003,8.8608,0.0032,0.2539,3.5127,2.6488,28.5972,30.335,32.5884,0.0433,0.1642,13165.5234,2259,498.6624,371.3126,477.1779,344.8823
MIP_4H,2705,0.0234,75.9092,160.5425,8.838,0.0152,0.2789,3.4697,2.6418,20.4089,21.2939,22.9434,0.0439,0.1639,13173.625,2222,492.8726,364.7636,472.3163,339.8233
MIP_4H,2705.5,0.0206,72.7308,139.2447,9.0425,0.015,0.2541,3.3913,2.6464,21.9091,24.9122,23.8791,0.0445,0.1438,13749.332,2171,487.8698,359.094,467.5436,333.7972
MIP_4H,2706,0.0104,69.8076,118.5497,8.9743,0.0137,0.1986,3.3663,2.663,69.4714,77.2149,81.6545,0.0454,0.1236,14325.083,2196,485.7103,352.8261,468.0358,324.4061
MIP_4H,2706.5,0.0253,65.461,95.6299,8.6109,-0.004,0.1205,3.42,2.6388,120.7627,147.0219,157.8025,0.0455,0.0903,15276.2627,2216,487.4177,346.5214,469.0879,321.2116
MIP_4H,2707,0.0342,62.0786,81.3217,8.6336,-0.0075,0.0792,3.5633,2.6242,158.1463,205.4609,219.9145,0.0451,0.0612,16108.623,2252,481.4886,344.9593,458.1664,308.8451
MIP_4H,2707.5,0.0403,61.9605,78.8164,8.6336,-0.0093,0.0819,3.6965,2.6142,160.1912,209.1552,223.3497,0.0448,0.0601,16139.3018,2236,480.1488,336.3239,463.6501,306.0529
MIP_4H,2708,0.0308,64.2966,89.5956,8.6563,-0.0079,0.1094,3.7275,2.6298,88.8284,104.008,107.8866,0.0449,0.0806,15552.918,2220,483.3265,332.8066,456.6985,304.3869
MIP_4H,2708.5,0.0134,65.1422,114.6754,8.679,-0.0061,0.1518,3.6967,2.6582,39.5346,41.4104,42.783,0.0449,0.0877,15351.0313,2184,474.3479,337.2835,450.3069,311.8998
MIP_4H,2709,-0.0086,68.1378,147.3089,8.7813,-0.0032,0.1982,3.6163,2.694,44.1782,47.3481,48.7789,0.045,0.1113,14676.1348,2240,478.6892,342.8491,459.7947,315.2735
MIP_4H,2709.5,-0.0194,69.7494,163.1355,8.7472,-0.0031,0.2234,3.5964,2.7116,35.1041,35.9904,37.5398,0.0448,0.1232,14337.0479,2283,482.7854,347.6891,463.641,321.618
MIP_4H,2710,-0.0269,70.5804,166.3012,8.7926,-0.0035,0.2431,3.6072,2.7238,30.5561,31.7833,32.4347,0.0443,0.1291,14168.2334,2284,489.5613,363.0033,470.8537,335.5225
MIP_4H,2710.5,-0.0255,73.9774,159.3538,8.8153,-0.0064,0.2512,3.6897,2.7215,32.2324,32.7161,33.9148,0.0441,0.1519,13517.6504,2212,494.6537,369.4284,476.9742,334.6452
MIP_4H,2711,-0.0313,73.9406,167.2645,8.838,-0.0052,0.2639,3.7052,2.731,28.6014,28.5853,29.2703,0.0444,0.1516,13524.373,2231,499.3304,376.4664,478.0661,339.3017
MIP_4H,2711.5,-0.0317,74.6628,160.7845,8.8835,-0.0045,0.2587,3.7263,2.7317,35.0212,35.4331,35.6849,0.0449,0.1562,13393.5537,2259,503.1165,379.4599,477.6203,339.6864
MIP_4H,2712,-0.0327,74.321,159.2229,8.838,-0.0026,0.2686,3.6953,2.7333,30.1163,30.1053,30.2412,0.0462,0.1541,13455.1475,2262,506.6004,375.5082,480.1693,334.7462
MIP_4H,2712.5,-0.0296,69.6332,153.5831,8.8608,-0.0023,0.2488,3.6808,2.7283,39.246,40.0927,40.7307,0.046,0.1224,14360.958,2252,509.7843,366.8579,478.3552,333.5852
MIP_4H,2713,-0.0327,67.1653,164.3175,8.8153,0.0003,0.2104,3.6587,2.7334,66.2299,73.2726,71.0564,0.046,0.1039,14888.6475,2247,505.2066,362.5303,476.782,327.5149
MIP_4H,2713.5,-0.0351,65.554,166.7077,8.7472,0.0023,0.1718,3.6431,2.7372,59.8201,62.1339,67.3173,0.0456,0.0911,15254.6025,2228,504.1596,364.2402,473.2914,328.1613
MIP_4H,2714,-0.036,66.0328,170.2051,8.6336,0.0029,0.1577,3.6422,2.7386,41.7781,44.2056,44.7202,0.0451,0.095,15143.9912,2232,498.3455,361.2186,470.7533,324.7868
MIP_4H,2714.5,-0.0359,67.2214,175.628,8.7017,0.0016,0.1794,3.5973,2.7385,35.6856,37.3785,37.7462,0.045,0.1043,14876.2168,2228,497.7064,360.493,476.1902,322.4449
MIP_4H,2715,-0.036,68.9709,164.0279,8.7131,0.0001,0.1948,3.5762,2.7386,39.986,42.665,43.0955,0.0455,0.1175,14498.8652,2203,494.7563,359.5451,473.6309,329.7596
MIP_4H,2715.5,-0.0367,69.326,147.9555,8.7245,-0.0008,0.1977,3.5359,2.7398,40.4247,42.3683,43.0632,0.0456,0.1201,14424.6094,2232,493.2943,365.9733,472.9746,340.6686
MIP_4H,2716,-0.0364,68.6562,124.275,8.7472,-0.0013,0.1935,3.513,2.7393,40.8667,42.7112,43.8975,0.0454,0.1152,14565.3262,2247,490.9223,365.3968,473.2091,341.0697
MIP_4H,2716.5,-0.0367,68.5406,132.9751,8.7245,-0.0017,0.1876,3.4954,2.7397,42.3279,44.5575,45.8433,0.0452,0.1144,14589.8857,2246,498.1265,362.6823,481.7433,338.8259
MIP_4H,2717,-0.0358,68.1858,138.3718,8.7017,-0.0029,0.198,3.501,2.7383,46.5683,49.219,51.0206,0.045,0.1117,14665.8174,2230,498.2293,360.0845,481.0089,337.9801
MIP_4H,2717.5,-0.0289,67.6063,145.2982,8.7017,-0.001,0.1928,3.536,2.7271,46.132,48.8923,50.8936,0.0446,0.1073,14791.5127,2199,496.5489,357.0843,480.759,339.5452
MIP_4H,2718,-0.0255,67.3535,144.6565,8.7017,0.0077,0.1878,3.5318,2.7216,47.4728,50.7593,54.315,0.0445,0.1054,14847.0303,2224,495.3147,357.016,482.5387,337.8671
MIP_4H,2718.5,-0.0255,67.8293,144.9324,8.7017,0.0187,0.1888,3.5116,2.7215,37.8388,40.3323,43.626,0.0441,0.109,14742.8945,2278,490.3789,355.0657,479.9991,339.7608
MIP_4H,2719,-0.028,67.8886,154.8454,8.7926,0.0174,0.1958,3.4891,2.7256,37.7774,40.5442,43.4566,0.0438,0.1094,14730.0146,2226,489.9306,355.0829,479.4434,342.4448
MIP_4H,2719.5,-0.0285,68.7047,153.182,8.8153,0.0082,0.2064,3.4842,2.7265,41.4746,44.4499,48.2974,0.0439,0.1156,14555.0557,2192,488.2956,353.8961,478.9582,340.6013
MIP_4H,2720,-0.0265,68.1027,156.9637,8.9403,-0.0021,0.2135,3.4901,2.7232,39.2232,41.8477,44.8842,0.0438,0.1111,14683.7109,2224,487.9031,356.2045,478.4915,342.1594
MIP_4H,2720.5,-0.0253,67.6505,145.9903,8.9516,-0.0045,0.2157,3.4914,2.7213,45.0891,48.2057,52.2943,0.0439,0.1076,14781.8574,2305,489.2442,359.5952,480.8123,341.8814
MIP_4H,2721,-0.0206,68.3006,147.0525,8.9516,-0.0065,0.2158,3.5203,2.7136,42.8636,45.3123,49.2655,0.0439,0.1126,14641.1699,2257,491.7333,360.3521,476.8852,340.4851
MIP_4H,2721.5,-0.0139,68.7111,146.1071,8.9289,-0.0076,0.2309,3.5742,2.7026,36.4799,37.4725,40.8975,0.0439,0.1156,14553.6846,2200,492.0633,361.3839,472.7607,343.2051
MIP_4H,2722,-0.012,69.8527,156.8787,8.838,-0.0081,0.235,3.601,2.6995,34.5382,36.6744,38.8862,0.0442,0.1239,14315.8418,2182,492.8158,362.5894,474.4711,337.015
MIP_4H,2722.5,-0.0176,70.4192,161.699,8.7926,-0.0055,0.2402,3.5698,2.7086,37.7492,40.4876,42.6133,0.0443,0.128,14200.6729,2215,492.3178,361.9081,470.8368,334.5649
MIP_4H,2723,-0.0323,69.5433,161.8371,8.804,-0.0014,0.2264,3.5048,2.7327,41.1227,45.2769,46.3126,0.0444,0.1217,14379.5322,2272,491.0076,363.258,467.8501,337.016
MIP_4H,2723.5,-0.0398,68.6125,146.4393,8.7699,0.001,0.2195,3.4586,2.7449,50.4705,55.3724,57.8525,0.0445,0.1149,14574.5938,2258,493.263,361.4839,470.4229,328.753
MIP_4H,2724,-0.035,67.9983,137.476,8.7245,-0.0008,0.2051,3.4842,2.737,44.7598,48.9386,51.0215,0.0447,0.1103,14706.2549,2260,498.7666,354.8036,477.0467,325.25
MIP_4H,2724.5,-0.0209,66.0825,134.0289,8.7472,-0.0027,0.1983,3.5174,2.714,38.7509,41.9018,43.1571,0.0439,0.0954,15132.6016,2236,498.9846,355.0966,477.8372,324.7804
MIP_4H,2725,-0.0093,66.4751,134.2135,8.7245,0.0003,0.184,3.5304,2.6952,56.6369,64.1368,65.2536,0.0436,0.0985,15043.2217,2243,495.6699,355.5966,475.2682,329.8158
MIP_4H,2725.5,0.0003,68.1289,141.2565,8.679,0.0009,0.1886,3.5186,2.6796,42.9129,44.0331,48.1012,0.0434,0.1113,14678.0508,2213,498.5811,360.2398,475.1007,334.3419
MIP_4H,2726,0.0053,69.1138,145.1179,8.7017,0.0023,0.2027,3.487,2.6713,29.044,30.4256,31.5378,0.0432,0.1186,14468.8906,2246,495.0845,360.8523,481.4378,333.6465
MIP_4H,2726.5,0.0012,71.0843,156.5118,8.8153,0.0066,0.2336,3.4867,2.678,29.7099,31.4,32.5362,0.0437,0.1326,14067.7998,2257,502.8073,359.5122,485.7323,335.1413
MIP_4H,2727,-0.0004,72.3913,157.1425,8.8267,0.0087,0.2442,3.4563,2.6806,32.4981,33.0765,34.4311,0.0441,0.1415,13813.8223,2253,502.0235,363.6913,481.2361,346.8606
MIP_4H,2727.5,-0.0028,71.1849,153.9527,8.838,0.0093,0.2417,3.4854,2.6846,36.6343,37.9628,39.9939,0.044,0.1333,14047.9238,2221,504.2809,377.5089,489.444,351.6265
MIP_4H,2728,-0.0067,71.7421,148.6575,8.7699,0.0161,0.2277,3.5595,2.6909,33.2478,34.1778,35.6412,0.044,0.1371,13938.8135,2213,506.6107,377.6761,497.0348,346.6735
MIP_4H,2728.5,-0.0225,71.4085,141.2069,8.7245,0.0362,0.2326,3.6733,2.7168,30.8862,32.1474,33.159,0.0436,0.1349,14003.9365,2266,510.3481,376.0506,491.357,349.986
