Surface Treating Pressure,Slurry Rate,Proppant Concentration
7912.974988291218,64.3962840520349,-0.00014964828544372644
7999.984471096849,64.79632614622074,-0.00014964828544372644
8048.989811987377,65.19636824040657,-0.00014964828544372644
8080.993299915885,65.69642085813888,-0.00014964828544372644
8131.998858801944,66.39649452296412,-0.00014964828544372644
8164.002346730452,67.1965787113358,-0.00014964828544372644
8153.001147755027,67.69663132906811,-0.00014964828544372644
8140.999839781837,68.4967155174398,-0.00014964828544372644
8166.002564725984,69.29679970581148,-0.00014964828544372644
8180.004090694706,69.89686284709026,-0.00014964828544372644
8203.00659764332,70.59693651191547,-0.00014964828544372644
8216.008014614277,71.19699965319425,-0.00014964828544372644
8206.006924636618,71.69705227092656,-0.00014964828544372644
8191.00528967013,72.29711541220532,-0.00014964828544372644
8201.006379647788,72.69715750639116,-0.00014964828544372644
8186.0047446813005,73.097199600577,-0.00014964828544372644
8150.000820761729,73.49724169476286,-0.00014964828544372644
8201.006379647788,73.79727326540224,-0.00014964828544372644
8220.00845060534,74.09730483604162,-0.00014964828544372644
8228.009322587468,74.49734693022747,-0.00014964828544372644
8208.00714263215,74.99739954795977,-0.00014964828544372644
8199.006161652258,75.29743111859915,-0.00014964828544372644
8155.001365750559,75.59746268923854,-0.00014964828544372644
8113.996896842158,75.79748373633146,-0.00014964828544372644
8120.997659826519,75.89749425987793,-0.00014964828544372644
8145.0002757729,76.1975258305173,-0.00014964828544372644
8144.000166775134,76.1975258305173,-0.00014964828544372644
8106.996133857797,76.4975574011567,-0.00014964828544372644
8121.997768824285,76.69757844824962,-0.00014964828544372644
8102.995697866733,76.89759949534255,-0.00014964828544372644
8099.9953708734365,76.79758897179607,-0.00014964828544372644
8100.995479871202,76.99761001888899,-0.00014964828544372644
8171.003109714813,77.09762054243545,-0.00014964828544372644
8192.005398667896,77.09762054243545,-0.00014964828544372644
8190.005180672364,77.29764158952838,-0.00014964828544372644
8173.003327710345,77.4976626366213,-0.00014964828544372644
8174.003436708111,77.89770473080716,-0.00014964828544372644
8140.999839781837,78.19773630144654,-0.00014964828544372644
8115.99711483769,78.49776787208592,-0.00014964828544372644
8074.992645929289,78.49776787208592,-0.00014964828544372644
8065.991664949396,78.99782048981822,-0.00014964828544372644
8036.988504014186,78.99782048981822,-0.00014964828544372644
8027.987523034293,79.09783101336468,-0.00014964828544372644
8056.990683969504,79.09783101336468,-0.00014964828544372644
8083.993626909182,79.19784153691114,-0.00014964828544372644
8082.993517911416,79.2978520604576,-0.00014964828544372644
8070.992209938226,79.39786258400407,-0.00014964828544372644
8044.989375996313,79.69789415464345,-0.00014964828544372644
8042.989158000782,79.89791520173638,-0.00014964828544372644
8023.98708704323,80.09793624882928,-0.00014964828544372644
8044.989375996313,80.19794677237576,-0.00014964828544372644
8104.995915862265,80.29795729592222,-0.00014964828544372644
8136.999403790774,80.49797834301515,-0.00014964828544372644
8139.999730784071,80.69799939010807,-0.00014964828544372644
8127.998422810881,81.19805200784037,-0.00014964828544372644
8216.008014614277,81.59809410202621,-0.00014964828544372644
8236.010194569595,81.69810462557268,-0.00014964828544372644
8241.010739558424,82.09814671975852,-0.00014964828544372644
8288.01586245342,82.49818881394437,-0.00014964828544372644
8296.016734435547,83.09825195522313,-0.00014964828544372644
8157.001583746091,83.49829404940897,-0.00014964828544372644
8131.998858801944,83.99834666714128,-0.00014964828544372644
8107.996242855563,83.89833614359483,-0.00014964828544372644
8070.992209938226,83.79832562004836,-0.00014964828544372644
8082.993517911416,83.79832562004836,-0.00014964828544372644
8121.997768824285,83.6983150965019,-0.00014964828544372644
8131.998858801944,83.49829404940897,-0.00014964828544372644
8137.9995127885395,83.39828352586252,-0.00014964828544372644
