Hole Depth,Hook Load,Rotary RPM,Rotary Torque,Weight on Bit,Differential Pressure,Gamma at Bit,Rate Of Penetration
6518,124.6,9,8.601,13.6,658.7,152.94,124.51
6519,124.8,9,10.789,13.6,610.2,150.59,122.89
6520,125.2,9,9.586,13.4,619.2,150.59,124.51
6521,124.9,9,8.2,12.9,608.9,145.88,127.07
6522,125,9,8.343,12.7,627.3,145.88,123.05
6523,124.8,9,8.29,13.2,642.5,143.53,122.97
6524,125.3,9,8.163,12.7,620.1,143.53,121.52
6525,125.2,9,8.017,19.1,614.4,145.88,121.87
6526,124.6,9,8.009,19.1,614.5,145.88,115.55
6527,125.8,9,7.927,18.5,610.3,145.88,109.16
6528,148,9,5.061,0,599.4,145.88,49.09
6529,150.9,9,4.656,0,579,150.59,49.87
6530,149.4,9,5.001,0,503.2,150.59,49.41
6531,151.7,9,4.66,0,491.5,152.94,49.71
6532,152.3,9,4.548,0,526.9,155.29,49.69
6533,149.3,9,4.799,0,550.4,150.59,49.5
6534,149.1,9,4.754,0,558.8,150.59,49.72
6535,150.2,9,4.619,0,543.9,150.59,49.92
6536,152.7,9,4.63,0,529.5,152.94,49.69
6537,152.3,9,4.671,0,468.8,152.94,49.52
6538,151.1,9,4.682,0,464.4,150.59,49.63
6539,150.9,9,4.69,0,515.2,145.88,49.62
6540,148.9,9,5.169,0,576.3,155.29,49.68
6541,148.8,9,5.027,0,566.8,157.65,74.88
6542,147.9,9,5.664,0.5,567.4,152.94,75.51
6543,143.9,9,6.207,3.4,539,152.94,75.49
6544,141.7,9,6.346,3.6,609.1,148.24,75.51
6545,141.6,9,6.391,3.2,642.1,145.88,75.34
6546,141.2,9,6.466,3.4,679.1,148.24,75.26
6547,142.1,9,5.915,2.2,691.3,152.94,74.73
6548,142,9,6.331,3.1,687.3,152.94,75.29
6549,142.8,9,6.069,0.7,678.6,155.29,75.4
6550,142.8,9,6.563,3.8,622.1,152.94,101.61
6551,137.4,9,7.571,11,472.7,152.94,124.39
6552,130.6,9,8.02,16.1,533.6,150.59,138.07
6553,126,9,8.567,18.9,572,145.88,137.21
6554,124.8,9,8.642,19.4,593.9,145.88,135.76
6555,124.8,9,8.335,18.6,586.6,145.88,126.62
6556,124.4,9,8.717,20,606.6,143.53,133.15
6557,122.5,9,8.89,21.3,616.1,145.88,132.25
6558,122.7,9,8.489,20.6,591.8,141.18,106.8
6559,126.6,9,8.474,19.9,570.8,141.18,136.99
6560,123.2,9,8.68,20.1,592.1,143.53,140.24
6561,123.7,9,8.8,20,635.4,148.24,117.52
6562,124.1,9,8.519,19.2,620.3,148.24,129.9
6563,123.7,9,8.62,19.3,587.9,145.88,129.46
6564,123.9,9,8.62,19.3,585.6,143.53,121.05
6565,124,9,8.601,19.1,605,136.47,122.05
6566,124.3,9,8.549,19.2,593.1,136.47,127.44
6567,123.9,9,8.432,19.1,602.2,138.82,121.19
6568,124.3,9,8.47,19.2,594,141.18,120.93
6569,124.3,9,9.054,19,618.7,143.53,121.36
6570,124.6,9,8.594,19.2,620.6,145.88,116.07
6571,124.4,9,8.567,19,662.1,148.24,122.29
6572,124.1,9,9.77,19.5,644.9,148.24,111.11
6573,124.4,9,9.369,18.7,649.6,145.88,116.15
6574,125,9,8.459,18.3,611.5,143.53,119.56
6575,124.9,9,8.624,18.4,602.4,138.82,120.16
6576,124.8,9,8.489,18.1,598.6,141.18,119.57
6577,124.6,9,8.65,18.4,598.8,141.18,118.54
6578,124.5,9,9.092,18.6,655.6,145.88,115.38
6579,124.3,9,8.961,19,655.8,148.24,109.58
6580,124.6,9,8.818,18.6,627.7,145.88,110.94
6581,124.7,9,8.358,18.6,593.4,145.88,110.43
6582,152.6,9,6.975,3.4,335.4,148.24,99.7
6583,137.3,9,8.002,12,498,155.29,148.35
6584,129.9,9,8.728,15.4,566.1,155.29,148.26
6585,127.3,9,8.721,15.7,582.1,155.29,134.01
6586,127.7,9,8.901,15.6,600.8,150.59,120.77
6587,128.1,9,8.931,16.2,622.6,148.24,117.26
6588,128.2,9,8.601,15.4,617.1,143.53,118.27
6589,128,9,8.579,16.4,595.2,143.53,120.5
6590,128.2,9,8.26,14.8,585.5,145.88,124.18
6591,128.3,9,8.867,15.2,617.3,148.24,127.25
6592,127.4,9,8.979,16,629.2,150.59,119.5
6593,127.4,9,9.163,15.8,652,148.24,108.54
6594,127.5,9,8.758,16.1,642.4,148.24,111.54
6595,127.1,9,8.89,16.1,657.3,148.24,115.8
6596,127.2,9,8.837,16.3,646.7,150.59,109.75
6597,127.2,9,9.096,15.9,662.5,150.59,115.3
6598,127.3,9,9.006,15.7,668,150.59,116.91
6599,127.3,9,8.781,16,669.4,150.59,120.59
6600,126.9,9,9.373,16,668.2,152.94,116.31
6601,127.1,9,9.111,15.8,668.2,155.29,118.96
6602,127.1,9,8.92,16.1,652.9,155.29,119.65
6603,127.1,9,8.71,16,656.9,150.59,119.57
6604,126.8,9,9.137,16.4,668.6,152.94,119.65
6605,129.8,9,8.897,16.7,692.6,148.24,108.23
6606,126.7,9,8.946,16.2,683.5,148.24,109.16
6607,128.6,9,9.006,16,689.6,150.59,123.32
6608,127,9,9.313,16.1,649.2,148.24,123.58
6609,149,9,5.593,0,658.4,143.53,48.15
6610,151.9,9,5.095,0,624.5,143.53,50.45
6611,151.4,9,5.814,0,551.4,143.53,74.34
6612,145.7,9,6.099,0,604.5,145.88,74.52
6613,145.8,9,6.065,0,589.8,145.88,73.19
6614,145.4,9,6.166,0,549.1,145.88,75.48
6615,143.2,9,6.297,0.9,675.8,145.88,75.34
6616,143.4,9,6.181,0.4,682.9,145.88,75.14
6617,148.6,29,6.365,0.4,699.3,150.59,75.22
6618,151.7,42,6.136,0,593.1,150.59,60.81
6619,149.5,41,6.788,0,326,143.53,88.87
6620,144.2,41,8.245,7.1,425.3,138.82,132.87
6621,134.6,41,9.133,12.9,500.1,136.47,147.98
6622,130.2,42,9.197,14.9,539.4,138.82,149.27
6623,131.3,41,9.433,13.1,552.1,138.82,150.48
6624,129.8,42,9.717,13.8,562.7,138.82,150.38
6625,129.2,42,9.459,13.9,562.7,141.18,150.73
6626,129.1,41,9.324,15.1,560.5,143.53,155.49
6627,128,42,9.721,16.5,606.7,141.18,156.12
6628,128.1,41,9.309,15.1,596,141.18,147.75
6629,128.1,41,9.635,15.7,617.2,143.53,147.75
6630,128.1,41,10.002,16.5,622.3,143.53,143.14
6631,128.2,41,10.399,15.2,640.7,141.18,142.87
6632,128.6,41,9.725,15.2,660.3,141.18,144.75
6633,141.8,41,6.885,4.9,778.4,141.18,41.08
6634,144,41,7.106,0.8,724.4,143.53,75.49
6635,147.2,41,6.361,0,683.5,145.88,75.49
6636,145.8,41,6.941,1.3,596.5,145.88,75.49
6637,145.9,41,6.829,0,507.4,145.88,75.51
6638,145.4,41,6.904,0,602.5,150.59,75.49
6639,146.1,42,6.863,0,463.2,150.59,75.49
6640,145.8,41,6.526,0,642.2,148.24,75.47
6641,144.6,42,6.968,4.1,656.5,148.24,75.49
6642,137.6,41,8.436,12.8,740.3,150.59,74.96
6643,136.1,42,9.747,13.7,757.9,150.59,75.26
6644,137.5,42,9.114,7,609.9,150.59,115.9
6645,137.3,42,9.283,11.1,616.8,148.24,137.04
6646,130.9,41,9.699,15.1,635.3,145.88,161.08
6647,128.1,41,9.433,15.4,611.8,145.88,160.82
6648,128,41,9.755,15.3,569,145.88,146.48
6649,128.2,41,9.414,15,579.2,143.53,148.36
6650,128.1,41,9.721,15.1,590.4,145.88,146.73
6651,128.1,41,9.425,16.6,612,145.88,143.11
6652,127.7,41,9.961,16.9,651.9,150.59,133.17
6653,135.7,42,9.545,16.8,700.4,152.94,129.99
6654,133.9,41,9.275,14.4,632.6,152.94,166.28
6655,128.7,41,9.676,15.6,650,152.94,165.77
6656,128.7,41,9.598,15.1,639,150.59,133.64
6657,128.6,41,9.358,15,612.4,150.59,133.73
6658,129.1,41,9.407,15,626.8,150.59,130.15
6659,129,41,10.066,14.5,644.3,150.59,137.58
6660,129.2,41,9.114,14.2,644.5,150.59,136.38
6661,128.8,42,9.864,15.1,668.5,150.59,136.55
6662,128.9,41,8.897,14.6,669.2,148.24,123.91
6663,129.3,41,9.35,14.5,657.5,148.24,121.35
6664,129.4,42,9.613,14.9,619.8,150.59,125.28
6665,129.5,42,9.073,14.2,626.3,150.59,125.51
6666,129.2,41,9.571,14.4,664.3,150.59,125.43
6667,129.9,42,10.01,13.6,642.7,150.59,131.16
6668,129.9,41,9.163,13.4,627.4,150.59,133.66
6669,129.9,41,9.425,13.9,626.5,150.59,132.83
6670,129.7,41,9.335,13.9,639.8,150.59,127.34
6671,136.3,41,9.65,13.9,699.4,143.53,124.95
6672,132.5,42,10.474,13.5,692.8,131.76,152.44
6673,130.1,41,9.133,13.3,637.3,129.41,138.01
6674,130.6,41,8.972,13.6,598.5,129.41,135.44
6675,129.9,41,9.526,13.9,591.8,138.82,135.1
6676,159.4,41,5.656,16.8,160.6,157.65,51.09
6677,149.1,42,7.496,29.8,440.3,157.65,167.69
6678,136.7,41,8.264,34.2,518.3,157.65,169.19
6679,154.3,42,8.882,35,689.1,150.59,168.59
6680,154.8,42,4.533,13.6,522.4,148.24,48.85
6681,155.9,42,4.6,12.7,507.3,148.24,48.84
6682,162.6,42,4.33,12.4,490.5,152.94,48.75
6683,163.3,42,3.442,10,317.6,152.94,20.58
6684,159.9,42,3.48,9.7,342.6,150.59,19.25
6685,158.9,42,4.757,11.7,148,145.88,74.63
6686,155.5,42,5.316,14.4,153.8,145.88,91.81
6687,152.5,41,5.941,16.7,225.1,148.24,99.92
6688,150.6,42,6.514,19.4,225.7,148.24,100.09
6689,149.8,42,5.896,19.1,247.8,150.59,100.09
6690,148.9,42,6.278,19.8,241.9,148.24,100.09
6691,148.5,42,6.065,19.6,234.4,150.59,100.22
6692,149.6,42,6.743,21.6,288.6,150.59,99.84
6693,155.7,42,5.911,18.1,400.2,150.59,94.03
6694,158.9,42,5.218,12.4,389.1,152.94,48.45
6695,159.1,42,4.93,12.5,299.4,152.94,48.64
6696,159.6,42,4.566,10.6,296.2,155.29,48.67
6697,160.4,42,4.727,10.6,333.3,152.94,48.62
6698,161.1,42,4.521,9,342,148.24,46.26
6699,160.2,42,4.581,10.4,148.7,152.94,53.55
6700,156.5,42,5.357,13.2,157.7,157.65,73.7
6701,154.6,42,5.316,13.3,161.1,157.65,74.48
6702,154.3,42,5.582,13.9,190.4,157.65,74.42
6703,153.8,41,6.26,20.6,232.1,150.59,74.64
6704,151.6,42,6.451,19,237.1,150.59,74.7
6705,152.3,42,5.93,15.8,205.8,152.94,74.64
6706,153,42,5.87,15.2,207.4,155.29,74.44
6707,154.4,42,5.435,14.6,188.3,160,73.95
6708,154,41,5.799,14.8,191.3,157.65,74.93
6709,153.2,42,6.136,14.8,190.9,152.94,75.48
6710,152.9,42,5.96,15.3,201.7,155.29,75.5
6711,152.5,42,5.967,15.6,205.8,155.29,75.49
6712,152.7,42,6.439,15.5,212.4,152.94,75.51
6713,153.1,42,6.233,15.2,206.7,155.29,75.49
6714,152.3,42,6.256,18.5,208.8,157.65,75.49
6715,149.7,42,6.233,19.4,212.1,157.65,75.55
6716,151.7,42,6.484,20.2,225,157.65,75.51
6717,151.8,42,6.481,16.4,234,162.35,75.49
6718,151.4,42,6.241,16.9,232.9,162.35,75.51
6719,151.3,42,6.027,17.2,234,152.94,75.49
6720,151.6,42,6.05,16.9,223.9,150.59,75.49
6721,151.9,42,6.027,16.7,225.5,150.59,75.49
6722,151,42,6.323,17.9,250.8,152.94,75.48
6723,159.1,41,5.226,12.4,227.4,145.88,35.36
6724,154.9,41,5.671,15.7,317,143.53,75.46
6725,151.9,41,6.095,16.7,344,145.88,75.5
6726,151.8,41,6.2,16.3,342,145.88,75.44
6727,152.1,41,6.114,16.1,343.5,143.53,75.51
6728,156.4,41,5.941,16.2,343.2,143.53,74.91
6729,156.6,41,5.154,11.3,260.7,143.53,49.75
6730,156.8,41,4.941,11.4,257.1,141.18,49.73
6731,156.9,41,4.821,11.3,255.1,138.82,49.87
6732,156.3,41,5.031,12.1,250.5,136.47,49.67
6733,155.7,41,4.888,12.5,250.9,143.53,49.85
6734,156.2,41,4.87,12.5,247.2,143.53,49.73
6735,156.7,41,4.851,12,239.8,145.88,49.76
6736,162.3,19,4.398,10.1,222,143.53,29.66
6737,160.9,19,4.188,8.8,166,143.53,29.94
6738,161.3,19,3.798,6.7,122.1,138.82,29.9
6739,160.9,19,3.836,7.5,109.9,141.18,29.93
6740,161.7,19,4.128,7.7,123.7,141.18,29.87
6741,160,19,4.083,9.3,134,143.53,29.89
6742,159.7,19,4.225,9.6,148.8,138.82,29.81
6743,160.3,19,4.016,8.3,127,138.82,29.68
6744,160.9,19,3.974,7.3,122.8,141.18,29.78
6745,161.5,19,3.941,7,117.4,145.88,29.8
6746,161.2,19,4.072,11,145.6,150.59,29.78
6747,157.9,19,3.869,11,128.3,148.24,29.78
6748,161.6,19,3.821,9.8,127.9,143.53,29.43
6749,161.2,19,3.884,7.4,142.3,145.88,28.76
6750,161.9,19,3.851,8,149.4,136.47,28.96
6751,162,19,4.117,8.9,167.4,136.47,28.91
6752,161.3,19,3.978,8.1,167.3,134.12,28.85
6753,160.6,20,7.436,8.1,140.3,131.76,28.87
6754,160.2,19,4.563,8,157.9,136.47,28.9
6755,162.2,19,3.761,7.5,338.4,138.82,28.87
6756,164.2,19,3.315,6.1,327.3,141.18,14.74
6757,162.9,19,3.457,7.3,338.9,143.53,14.11
6758,162.3,19,4.09,8.7,346.2,143.53,34.28
6759,159.3,19,4.424,9.1,179.4,143.53,34.66
6760,158.3,19,4.63,9.9,194.8,143.53,39.12
6761,158.2,19,5.057,11.9,229.5,141.18,39.24
6762,158.3,19,4.581,10.3,195.3,141.18,39.34
6763,157.7,19,4.75,10.7,194.8,141.18,39.27
6764,157.9,19,4.829,10.4,194.5,143.53,39.23
6765,157.9,19,4.993,10.5,192.4,145.88,39.24
6766,157.5,19,4.847,10.7,189.2,148.24,39.28
6767,158,19,4.873,10.3,186.3,152.94,39.26
6768,158,19,4.836,11.3,183.4,148.24,39.29
6769,157.4,19,4.682,11.4,175.2,145.88,39.2
6770,157,19,5.158,14.1,206.2,134.12,49.13
6771,169.1,20,4.772,7,154.8,136.47,38.3
6772,161.1,20,4.971,7.2,175.6,136.47,38.29
6773,161.7,20,5.109,7.3,185.2,143.53,38.42
6774,161.9,20,5.031,6.3,185,145.88,38.32
6775,161.5,20,5.035,7,198.3,143.53,38.31
6776,161.2,20,4.986,7,197.9,141.18,38.28
6777,161.7,20,4.975,6.7,194.8,143.53,38.38
6778,161,20,5.211,11.1,210.4,145.88,44.06
6779,158,20,5.098,11,218.2,145.88,44.16
6780,160.9,20,5.023,9.8,209.3,143.53,44
6781,160.5,20,5.136,7.8,213,148.24,43.88
6782,160.3,20,4.956,8.3,206.3,148.24,44.17
6783,159.2,20,4.866,8.8,210.9,148.24,44.22
6784,159.3,20,4.937,8.8,203.7,145.88,44.04
6785,159,20,4.78,9,209.3,145.88,43.78
6786,159.4,20,4.757,9.1,214.7,141.18,43.29
6787,158.9,20,4.829,8.8,214.6,143.53,43.91
6788,159.1,20,4.971,8.8,218.9,136.47,44.05
6789,159.1,20,5.005,8.9,224,136.47,44.1
6790,159.5,20,5.087,8.4,228,138.82,44.32
6791,160.1,20,4.918,7.8,226.4,141.18,44.22
6792,160.1,20,4.84,7.8,219.9,138.82,43.9
6793,160.3,20,4.802,7.9,222.1,138.82,44.21
6794,160.1,20,4.664,7.8,217.2,138.82,43.93
6795,159.7,20,5.005,9.2,225.5,141.18,44.19
6796,159.1,20,5.016,9.2,237.9,143.53,44.19
6797,159.3,20,4.877,8.9,229.6,145.88,44.11
6798,159.5,20,4.971,8.7,226.8,143.53,44.13
6799,159.3,20,4.911,8.8,232,143.53,43.75
6800,159.2,20,4.855,8.8,228.6,138.82,44.11
6801,159.2,20,4.851,8.8,224,138.82,44.06
6802,159.7,20,4.888,8.8,224.5,141.18,43.55
6803,159.7,20,4.87,8.4,213.4,143.53,43.62
6804,159,20,4.851,8.9,216.2,138.82,43.91
6805,159.2,20,4.99,8.7,217.9,141.18,43.98
6806,159.2,20,4.948,8.8,219.9,141.18,44.1
6807,159.4,20,4.799,8.7,218,141.18,43.97
6808,159.3,20,4.652,8.7,211.8,141.18,44.05
6809,159.1,20,4.776,11,215.5,138.82,43.96
6810,156.8,20,4.615,11.2,208.8,136.47,44
6811,159.9,20,4.724,11,208.8,138.82,44.01
6812,159.1,20,5.098,8.5,206.4,141.18,43.8
6813,159.1,20,5.046,9,209.8,143.53,43.98
6814,158.8,20,5.095,9,208.9,143.53,44.05
6815,159.1,20,5.102,8.6,205.9,143.53,44.08
6816,158.9,20,5.169,9,206.2,138.82,43.82
6817,159,20,5.252,8.9,205.6,136.47,44.17
6818,166.6,19,5.05,8.1,234.5,134.12,36.14
6819,160.4,19,5.507,9.7,419.5,138.82,43.75
6820,158.7,19,5.417,10.2,431.8,141.18,50.17
6821,158.7,19,5.6,10.2,461.5,141.18,49.71
6822,159.1,19,5.866,10.8,321,138.82,64.11
6823,156.7,19,6.526,13.9,296.2,138.82,77.66
6824,153.1,19,6.698,15.9,321.2,136.47,80.39
6825,151.8,19,6.743,16.5,326.8,136.47,80.77
6826,151.5,19,6.78,17.3,335.5,138.82,80.41
6827,150.4,19,6.75,17.5,344.8,138.82,80.47
6828,150.5,19,6.852,17.9,342.9,138.82,80.48
6829,150,19,6.837,17.8,352.1,136.47,80.65
6830,150,19,6.852,17.9,363,136.47,80.55
6831,150.2,19,6.96,17.5,356.9,138.82,80.67
6832,150.4,19,6.81,17.3,354.8,141.18,80.45
6833,150.4,19,6.818,17.5,354.8,138.82,80.13
6834,150.2,19,6.975,17.6,360.2,136.47,80.39
6835,150.2,19,7.106,17.6,373.9,138.82,80.23
6836,150.2,19,6.998,17.4,358.8,138.82,80.47
6837,150,19,6.634,17.6,358.9,138.82,80.35
6838,150,19,7.054,17.6,361.2,138.82,80.5
6839,150.5,19,7.121,17.3,365.8,141.18,80.59
6840,150.4,19,7.08,17.4,365.9,141.18,80.77
6841,150.5,19,6.792,21.3,365.9,138.82,80.93
6842,147.5,19,7.23,21.8,370.4,136.47,80.53
6843,150.1,19,6.975,21.8,371.9,136.47,80.67
6844,150,19,7.02,17.9,363.8,136.47,80.15
6845,150.2,19,6.941,18,363.4,134.12,80.74
6846,150.3,19,7.196,17.3,373.8,134.12,80.73
6847,150.4,19,6.896,17.5,367.7,136.47,80.65
6848,150.4,19,6.956,17.4,370.5,136.47,80.57
6849,150.3,19,7.005,17.4,368.8,136.47,80.57
6850,150,19,7.477,17.8,369.8,136.47,80.52
6851,150.1,19,6.994,17.9,375.1,141.18,80.69
6852,149.8,19,7.091,18,390.2,141.18,80.3
6853,149.7,19,6.889,18.1,388,141.18,80.63
6854,149.9,19,6.874,17.8,391.2,145.88,80.74
6855,150.9,19,7.005,17.9,374.5,143.53,80.93
6856,155.8,19,5.99,16.4,346.3,143.53,75.88
6857,156.9,19,5.743,11.9,272.7,143.53,49.22
6858,157.1,19,5.589,11.2,244.2,138.82,49.34
6859,156.9,19,5.462,11.1,244.3,136.47,49.42
6860,157,19,5.776,11,236.7,136.47,49.51
6861,157.6,19,5.162,10.7,236.9,138.82,49.29
6862,157.8,19,5.139,10.1,231.6,136.47,49.4
6863,157.6,19,5.188,11.1,225.1,134.12,49.64
6864,157.2,19,4.933,11.9,224.8,134.12,49.32
6865,155.7,19,5.016,13,228.9,138.82,49.6
6866,173.6,19,4.259,11.1,211.8,138.82,53.22
6867,164.5,19,4.48,12.1,258.9,138.82,38.21
6868,164.4,19,4.757,12.1,272.1,148.24,38.3
6869,163.7,19,4.656,13.2,296.2,143.53,38.29
6870,163.6,19,4.731,13,292.3,143.53,38.47
6871,163.7,19,4.574,15.4,294.9,145.88,38.26
6872,161.6,19,4.578,15.2,289.9,141.18,38.32
6873,164.1,19,4.593,15.2,298,141.18,38.3
6874,163.7,19,4.667,12.8,302.5,141.18,38.33
6875,163.7,19,4.724,13.3,317.5,143.53,38.34
6876,162.9,19,4.671,14.2,316.7,138.82,38.34
6877,162.2,19,4.746,14.3,321.6,141.18,38.4
6878,161.9,19,4.821,14.4,323.4,143.53,38.41
6879,161.9,19,4.776,14.3,324.7,143.53,38.4
6880,162.3,19,4.963,14.1,326.1,138.82,38.44
6881,162.3,19,5.154,14.8,343.8,143.53,47.89
6882,162.9,19,5.226,15.3,364.4,143.53,48.6
6883,163.5,19,4.941,13.9,330.2,145.88,48.84
6884,161.9,19,5.117,14.6,343.7,143.53,48.76
6885,161.2,19,5.308,15.3,359.4,141.18,48.84
6886,160.7,19,5.375,15.6,365.6,141.18,48.52
6887,161.3,19,5.282,15.3,365.4,145.88,48.79
6888,161.2,19,5.578,16.5,371.7,145.88,48.63
6889,160.8,19,5.42,15.7,370.1,145.88,48.78
6890,161,19,5.267,15.3,350.1,143.53,48.79
6891,161.2,19,5.323,15.2,342.3,145.88,48.63
6892,161,19,5.267,15.2,340.5,141.18,48.56
6893,161.1,19,5.334,15.5,341.6,143.53,48.7
6894,161.3,19,5.196,15,340,143.53,48.72
6895,161.8,19,5.394,14.8,509.2,143.53,48.54
6896,164.6,19,4.675,13.6,516.2,141.18,36.24
6897,166.1,19,4.724,12.4,480.9,138.82,30.15
6898,165.6,19,4.697,12.5,449.1,141.18,29.69
6899,164.9,19,4.383,11.6,473.6,138.82,29.87
6900,165.1,19,4.36,11.3,473.9,145.88,29.78
6901,164.3,19,5.068,14.1,454.9,145.88,49.32
6902,161.7,19,5.428,15,325.5,141.18,49.73
6903,163.2,19,5.274,16,522.1,143.53,48.93
6904,164.1,19,4.637,14.6,409.5,141.18,29.7
6905,165.6,19,4.622,14.1,430.2,141.18,29.71
6906,164.6,19,4.45,12.4,473.8,143.53,29.66
6907,164.9,19,4.986,14,467.7,145.88,49.12
6908,161.7,19,5.668,14.9,314.7,143.53,49.85
6909,161,19,5.597,15,321.4,148.24,49.72
6910,161,19,5.405,15.3,324.3,152.94,49.73
6911,161.1,19,5.503,15.7,340.9,157.65,49.74
6912,161.1,19,5.372,15.2,335.2,155.29,49.75
6913,163.6,19,5.334,15.5,521.2,145.88,49.35
6914,163.9,19,4.626,12.2,497.4,141.18,29.97
6915,164.3,19,4.443,15.7,493.9,141.18,29.84
6916,164.4,19,6.143,19.7,522.4,141.18,29.58
6917,165.2,19,4.675,14.3,504.5,143.53,29.61
6918,166.2,19,4.383,12.4,490.4,143.53,29.86
6919,165.5,19,4.308,12.7,412.3,138.82,29.88
6920,164.7,19,4.345,13,475.9,138.82,29.8
6921,163.9,19,4.926,13.8,466.8,136.47,36.68
6922,161.7,19,5.095,15.2,329.8,138.82,49.6
6923,160.8,19,5.136,15.6,327.3,143.53,49.72
6924,160.8,19,5.065,15.2,333.5,141.18,49.91
6925,160.9,19,5.151,16,334.4,141.18,49.73
6926,161,19,5.132,15.3,337.4,141.18,49.8
6927,160.9,19,5.05,15.5,335.3,141.18,49.56
6928,161.2,19,5.304,15.5,330.3,148.24,49.55
6929,160.6,19,5.293,15.5,335.4,150.59,49.84
6930,160,19,5.63,17,360.1,148.24,64.65
6931,161.4,19,5.166,16.9,349.7,145.88,64.82
6932,161.5,19,5.346,16.4,336.3,145.88,64.48
6933,159,19,5.533,19.9,366.8,148.24,64.78
6934,156.3,19,5.964,21.9,403.6,143.53,64.79
6935,155.2,19,5.773,22,383.8,145.88,64.96
6936,158,19,5.731,22.8,381.5,145.88,65.74
6937,157.1,19,5.683,18.9,384.8,143.53,65.57
6938,157.3,19,5.829,19,384.7,145.88,65.67
6939,156.9,19,6.076,19.7,391.6,148.24,65.98
6940,157.2,19,5.814,19.2,389.7,143.53,66.02
6941,157.3,19,5.694,19,382.3,141.18,65.92
6942,157.4,19,5.885,18.8,389.6,143.53,65.97
6943,157.5,19,5.919,18.7,381.5,143.53,65.84
6944,157.7,19,5.833,18.7,379.6,136.47,66.01
6945,158.1,19,5.795,18.5,370.9,129.41,65.63
6946,157.7,19,5.81,18.5,382,143.53,65.63
6947,162.6,19,5.612,18.7,488.3,145.88,65.78
6948,165.7,19,4.338,13.3,482,148.24,29.15
6949,165.2,19,4.739,13.4,405,148.24,28.71
6950,164.9,19,4.304,13.6,456,145.88,28.89
6951,165.5,19,4.147,10.8,440.1,143.53,28.89
6952,165.6,19,5.057,15.2,398.5,136.47,64.68
6953,160.4,19,5.761,17.9,339.3,138.82,65.4
6954,157.7,19,5.821,18.4,363.4,143.53,65.82
6955,157.3,19,6.095,18.8,363.8,145.88,65.93
6956,156.9,19,6.012,19.8,371.8,143.53,66.11
6957,156.7,19,5.889,19.9,374.9,141.18,65.91
6958,156,19,6.132,20.6,373.9,143.53,65.68
6959,173.1,19,4.593,11,184.8,167.06,39.77
6960,164.8,19,5.372,14.2,503.1,171.76,63.54
6961,166.4,19,4.533,10.8,467.4,157.65,33.89
6962,169.1,19,4.488,9.4,421,141.18,33.32
6963,168.5,19,4.63,8.9,360.6,141.18,33.32
6964,167.9,19,4.66,9,432.6,143.53,33.43
6965,167.6,19,5.394,14.3,434.7,136.47,61.32
6966,161,19,5.327,16.1,286.6,134.12,63.8
6967,164.2,19,5.244,15,301.9,134.12,63.96
6968,164.9,19,5.308,12.1,297,136.47,63.99
6969,164.6,19,5.278,11.4,299.5,136.47,63.64
6970,165,19,5.095,12.2,293.6,136.47,63.62
6971,163.1,19,5.443,15.4,330.2,138.82,63.91
6972,160.6,19,5.806,15.8,355.6,138.82,63.76
6973,160,19,5.746,16.1,366.9,138.82,63.92
6974,160.2,19,5.746,16,370.2,136.47,63.7
6975,160.6,19,5.979,15.7,373.7,136.47,63.93
6976,160.5,19,6.001,15.6,379.3,136.47,64.19
6977,160.6,19,5.855,15.8,379.1,134.12,63.91
6978,162.7,19,5.795,15.5,583.6,134.12,63.76
6979,164.1,19,4.855,12.9,557.4,157.65,40.01
6980,166.2,19,4.731,12.4,561.9,160,38.31
6981,166.8,19,4.78,12.1,474.5,148.24,38.24
6982,167.4,19,4.341,10.5,501.7,138.82,38.25
6983,165.8,19,4.521,10.6,534.8,134.12,38.24
6984,167.2,19,4.484,10.7,545.5,131.76,38.42
6985,166.6,19,4.769,12.3,508.9,134.12,38.2
6986,165.3,19,4.945,13.9,568.4,134.12,38.13
6987,163.1,19,4.814,13.9,604.7,134.12,38.24
6988,164.5,19,5.218,14.6,590.5,129.41,62.9
6989,160.6,19,5.379,16.4,413.6,131.76,63.79
6990,159.1,19,5.544,17.9,437.4,134.12,64.14
6991,160.7,19,5.615,17.1,453.5,141.18,64.41
6992,158.6,19,5.863,19,467.9,143.53,64.43
6993,156.9,19,5.986,20,491.2,143.53,64.71
6994,159.3,19,6.121,19.7,501.2,138.82,64.88
6995,159.6,19,5.641,18.5,465.8,138.82,64.91
6996,159.8,19,5.937,19,500.6,152.94,64.86
6997,159.8,19,5.641,22,447.4,162.35,65.04
6998,153.5,19,6.263,24.3,494.5,164.71,64.68
6999,158.2,19,6.196,24.3,501.1,164.71,64.99
7000,159,19,5.859,17.7,474.9,150.59,64.83
7001,158.7,19,5.99,18.5,455.9,141.18,64.52
7002,157.9,19,6.054,18.8,462,141.18,64.76
7003,157.9,19,6.102,18.5,466.2,141.18,64.61
7004,157.8,19,5.964,18.3,466,141.18,64.7
7005,158.9,19,6.143,18.2,461.8,143.53,64.53
7006,159,19,5.99,17.4,458.5,141.18,64.91
7007,158,19,6.076,19.3,467.5,138.82,64.73
7008,156.7,19,6.739,23.1,482,138.82,64.95
7009,155,19,7.533,23.6,561.2,138.82,65.06
7010,161.8,19,5.574,16.4,663.2,169.41,34.11
