Hole Depth,Hook Load,Rotary RPM,Rotary Torque,Weight on Bit,Differential Pressure,Gamma at Bit,Rate Of Penetration
10342,124.2,100,13.393,29.6,670.9,265.88,240.72
10343,124.4,100,13.408,29.5,667.6,265.88,240.73
10344,124.3,100,13.449,29.6,663.1,254.12,240.75
10345,123.9,100,14.157,32.5,659.9,254.12,240.66
10346,121.6,100,13.584,32.4,670.8,256.47,240.32
10347,124.9,100,14.014,32.5,684,256.47,240.16
10348,124.3,100,13.835,29.9,686.3,280,240.23
10349,124.4,100,13.599,29.6,665.6,280,240.46
10350,124.2,100,14.344,29.9,652.7,331.77,240.38
10351,123.6,100,14.341,30.4,661.9,331.77,240.39
10352,123.1,100,13.925,31,682.6,343.53,240.26
10353,122.8,100,14.535,31.5,680.9,343.53,240.5
10354,122.4,100,14.648,31.4,694.2,343.53,239.99
10355,122.5,100,14.49,31.8,699.2,343.53,239.9
10356,123.4,100,14.487,31.2,686.4,338.82,240.34
10357,123.4,100,13.73,30.4,651.3,338.82,240.53
10358,123.6,100,14.775,30.6,650,338.82,240.15
10359,123.3,100,14.389,30.8,660.8,338.82,240.24
10360,123.1,100,14.94,31.2,662.3,343.53,239.89
10361,122.9,100,14.831,31.2,671.7,343.53,240.5
10362,122.7,100,14.629,31.5,681.4,355.29,240.07
10363,122.7,100,14.198,31.3,688.4,355.29,240.5
10364,122.5,100,14.284,31.7,699.8,362.35,240.41
10365,122.5,100,14.82,31.7,711.7,362.35,240.07
10366,122.3,100,14.588,31.9,717.6,362.35,236.49
10367,121.6,100,14.846,33.3,711.6,362.35,239.15
10368,120.8,100,15.378,33.7,716.6,385.88,238.89
10369,120.9,100,15.165,34,706.4,385.88,232.96
10370,151,100,8.125,10.1,258.6,385.88,111.02
10371,142,100,9.609,14.1,426,385.88,148.17
10372,144.3,100,9.152,13.8,609,364.71,143.62
10373,145,100,7.578,8.9,501.2,364.71,48.67
10374,147,100,7.601,8.5,485.1,360,48.76
10375,146.7,100,7.837,8.1,345.1,360,48.66
10376,146.4,100,7.781,8.8,334.3,360,48.49
10377,144.2,100,7.642,11.6,364,364.71,53.95
10378,141.3,100,8.208,14.5,543.1,369.41,74.25
10379,143,100,8.59,12,545.6,374.12,74.62
10380,142.4,100,8.114,11.3,544.8,388.23,74.74
10381,143.1,120,9.867,11.3,534.8,390.59,74.5
10382,142.3,120,8.845,13.6,260.2,385.88,104.12
10383,139.4,120,9.987,16.5,326.5,390.59,150.01
10384,136.5,120,10.826,18.8,397.9,390.59,189
10385,134.6,120,11.448,20.3,451.2,390.59,198.64
10386,133.2,120,11.583,21.7,483.6,390.59,199.59
10387,131.9,120,11.864,22.5,502.7,390.59,199.5
10388,131.7,120,12.441,22.3,520.4,392.94,199.34
10389,131.5,120,11.924,23.3,534.8,395.29,199.6
10390,131.2,120,12.508,23.3,533.8,395.29,199.51
10391,131.2,120,12.254,23.9,570.6,400,199.56
10392,129.1,55,12.437,25.4,561.1,400,199.16
10393,129.4,120,15.112,26.4,566.7,407.06,199.07
10394,129.9,120,12.636,24.9,562.9,407.06,199.22
10395,128.4,120,15.123,26,561.4,407.06,199.24
10396,129.7,120,12.576,25.1,565.8,402.35,199.58
10397,129.9,120,12.081,25.3,543.9,402.35,199.4
10398,129.4,120,15.138,25.5,544.3,397.65,199.16
10399,129.5,120,12.497,25.6,558,388.23,199.58
10400,127.7,55,13.711,27.1,575.2,388.23,199.33
10401,128.7,120,17.139,27.8,589.6,385.88,198.56
10402,129,120,13.209,26.3,610,385.88,197.98
10403,128.7,120,15.925,26.5,611.4,385.88,200.02
10404,128.6,119,12.703,26.2,599.7,385.88,200.29
10405,128.5,120,16.026,26.6,609,385.88,200.37
10406,129.6,120,12.853,25.2,622.8,392.94,200.19
10407,129.5,120,12.598,26,617,392.94,200.45
10408,126.9,101,15.772,29.5,652.8,392.94,200.02
10409,127.9,120,16.041,29.2,654,397.65,190.14
10410,130.6,120,12.291,25.7,585.6,397.65,199.57
10411,129.6,120,14.97,25.2,599,407.06,200.08
10412,129.9,120,12.981,24.8,619.8,409.41,200
10413,128.8,55,12.981,26,619.9,409.41,200.27
10414,128.2,120,15.648,26.8,603.8,416.47,199.33
10415,129,120,13.314,26.4,605.1,416.47,198.22
10416,130,120,12.636,24.7,603.1,416.47,200.1
10417,130.2,120,12.658,24,581.8,416.47,200.7
10418,130.3,120,11.999,23.7,568.8,416.47,200.52
10419,130.5,120,11.868,23.7,556.7,416.47,200.36
10420,130.6,120,12.081,23.3,540.2,416.47,200.18
10421,130.6,120,11.669,23.4,540.5,418.82,200.69
10422,130.9,120,12.13,23.3,531,418.82,200.5
10423,131.1,120,11.579,23,525.2,418.82,200.44
10424,130.5,107,11.25,23,530.2,416.47,200.37
10425,130.5,100,11.808,23.9,552.9,416.47,212.99
10426,129.1,100,12.381,25.4,566.9,418.82,229.4
10427,128,100,12.467,26.4,602.4,418.82,229.32
10428,129.9,100,12.138,26.3,605.7,421.18,226.68
10429,127.9,100,12.291,26.2,601,428.23,232.13
10430,127,100,12.329,26.8,612.9,428.23,232.22
10431,126.9,100,12.662,27,626.4,435.29,217.51
10432,127,100,12.512,27.2,623,435.29,208.88
10433,127.2,100,12.43,26.5,617.8,432.94,210.43
10434,126.9,100,12.673,27.1,600.9,432.94,213.33
10435,126.9,100,12.404,26.9,603.2,432.94,211.55
10436,126.9,100,12.426,26.8,601.8,432.94,213.59
10437,127.4,100,12.793,26.6,594.4,432.94,218.72
10438,127.2,100,12.662,26.6,607.5,430.59,219.66
10439,127.2,100,12.441,26.7,611.9,430.59,218.38
10440,127.2,100,12.7,28.6,607.8,432.94,216.41
10441,127.6,100,11.86,27.2,592.7,435.29,185.15
10442,128.2,100,12.28,26.8,599.1,435.29,213.16
10443,126.7,100,12.984,27.1,618.3,435.29,234.52
10444,126.5,100,12.434,27.3,618.8,435.29,231.02
10445,126.4,100,12.7,27.1,628.1,432.94,220.08
10446,126.6,100,12.763,27.3,627.8,432.94,217.7
10447,126.9,100,12.587,26.9,610.8,430.59,220.94
10448,126.6,100,12.726,27.2,614.7,430.59,222.67
10449,126.7,100,12.471,27.1,617.7,428.23,221.28
10450,126.4,100,12.4,27.3,617.1,428.23,221.81
10451,126.5,100,12.318,27.1,615.6,423.53,219.5
10452,126.2,100,13.636,27.6,638.9,423.53,219.67
10453,126.3,100,12.748,27.4,637.2,423.53,216.59
10454,126.4,100,12.902,27.5,640.5,423.53,218.12
10455,126.3,100,12.752,27.7,636.5,423.53,217.69
10456,126.3,100,12.786,27.9,625.8,428.23,219.25
10457,126.1,100,13.089,27.6,628,428.23,219.15
10458,126,100,12.67,27.9,624.2,432.94,219.22
10459,126.1,100,12.703,27.6,608.9,432.94,216.62
10460,126.2,100,12.872,27.8,609,437.65,218.66
10461,126,100,12.718,27.8,605.4,437.65,218.55
10462,126.1,100,12.374,27.9,606.7,440,218.56
10463,126.2,100,12.711,27.6,603.1,435.29,215.22
10464,146,100,8.107,10.6,120.1,437.65,28.02
10465,144.1,100,9.792,15.5,282.9,437.65,149.46
10466,139.4,100,10.328,17.4,387.1,437.65,173.88
10467,137.9,100,10.789,19.2,439.7,437.65,183.64
10468,135.9,100,11.512,20.4,486.1,430.59,214.62
10469,134.4,100,11.973,22.2,519,430.59,232.63
10470,132.9,100,12.164,23.8,550,432.94,240.84
10471,131.6,100,12.347,27.4,561.4,432.94,241.18
10472,128.8,100,12.752,28.4,579.2,430.59,240.96
10473,130.6,100,12.992,27.8,587.4,430.59,241.1
10474,130.5,100,12.726,25.8,594.6,428.23,241.85
10475,129.7,100,12.805,26.3,599.9,428.23,246.98
10476,129.3,100,12.894,26.8,601.8,430.59,249.53
10477,128.9,100,13.22,27.2,611.3,430.59,249.87
10478,128.4,100,12.936,27.5,614.4,428.23,249.87
10479,128.2,100,13.303,27.6,620.6,428.23,250.04
10480,128,100,13.711,28,622.1,428.23,250.13
10481,127.7,100,13.55,28.6,635.2,425.88,249.9
10482,127.3,100,13.43,28.6,641.7,425.88,249.65
10483,127.4,100,13.415,28.6,643.1,425.88,249.73
10484,127.5,100,13.235,28.6,638.6,425.88,249.73
10485,127.5,100,13.456,28.5,640.9,421.18,249.81
10486,127.4,100,13.246,28.6,642.8,421.18,249.98
10487,127.5,100,13.078,28.4,639.2,423.53,249.89
10488,127.2,100,13.632,28.7,639.6,423.53,249.5
10489,127.3,100,13.363,28.8,658.1,418.82,249.68
10490,127.2,100,12.951,28.6,654.7,418.82,249.92
10491,127,100,13.037,28.9,640.7,416.47,249.42
10492,126.6,100,13.554,29.3,640.8,416.47,249.62
10493,126.4,100,13.602,29.5,669.1,418.82,249.79
10494,125.6,100,13.438,30.2,674.1,418.82,249.74
10495,125.7,100,13.438,30.3,669.5,414.12,249.81
10496,126.3,100,13.359,30.2,667.3,414.12,249.48
10497,126.5,100,13.385,29.4,669.4,421.18,245.18
10498,126.4,100,13.318,29.6,669.6,421.18,249.73
10499,126.5,100,13.512,29.4,654.3,421.18,250.07
10500,126.6,99,13.76,29.6,672,421.18,249.9
10501,126.3,100,13.531,30.1,685.4,416.47,250.07
10502,126,100,13.625,29.7,684.8,416.47,250.15
10503,125.7,100,13.572,33.2,674,421.18,250.14
10504,122.7,100,13.943,33.9,679.1,421.18,249.75
10505,125.7,100,13.445,33.6,676.3,418.82,249.57
10506,125.7,100,13.355,30.2,683.5,418.82,249.91
10507,125.9,100,13.43,30.1,689.7,418.82,250.08
10508,125.7,100,13.797,30.6,691.2,418.82,250.18
10509,125,100,14.112,30.8,684.7,418.82,250.25
10510,124.8,100,14.277,31.1,704.5,418.82,250.25
10511,124.8,100,13.767,31.2,712,418.82,250
10512,124.5,100,13.816,31.4,714,421.18,250.13
10513,124.7,100,14.007,31.3,700.7,421.18,250.32
10514,124.5,100,14.666,31.5,707.6,425.88,250.4
10515,124.8,100,14.685,31.1,694.7,425.88,250.4
10516,125.3,100,13.677,30.9,688.4,418.82,250.41
10517,125.7,100,14.056,30.4,677.2,418.82,250.15
10518,125.9,100,13.666,30.1,666.6,416.47,250.32
10519,126.1,100,13.636,30.2,672.5,416.47,250.32
10520,126.1,100,14.457,30.2,670.3,411.77,250.32
10521,125.8,100,14.221,30,673.7,411.77,250.07
10522,125.5,100,14.412,31.2,711.5,409.41,250.01
10523,124.9,100,13.977,31.1,710.9,409.41,250.06
10524,124.6,100,13.887,31.3,706.4,416.47,250.07
10525,124,100,15.427,32,708.2,416.47,250.07
10526,124.1,100,14.828,32.1,735.7,416.47,249.9
10527,123.7,100,14.258,32.4,737.9,416.47,249.89
10528,123.6,100,14.517,32.3,722.9,423.53,249.72
10529,123.3,100,14.052,32.5,728.7,423.53,249.98
10530,123.3,100,14.183,32.6,729.4,423.53,250.23
10531,122.9,100,14.116,32.8,733.2,418.82,250.05
10532,123.1,100,14.239,32.6,725.4,418.82,250.22
10533,123.4,100,14.138,32.5,726.7,421.18,250.14
10534,123.4,100,15,32.8,718.8,421.18,250.23
10535,121.2,100,14.318,35.8,714.6,423.53,250.05
10536,122.5,100,14.011,35.9,718.5,423.53,249.8
10537,123.9,100,14.044,34,706.5,423.53,249.97
10538,124,100,14.082,31.9,694.3,423.53,249.97
10539,124.1,100,13.827,31.9,697.8,421.18,250.49
10540,124.3,100,13.423,31.4,690,421.18,250.27
10541,124.6,100,13.655,31.3,674.5,416.47,250.51
10542,124.7,100,13.359,31.1,662.9,416.47,250.34
10543,125.1,100,13.677,31.1,677.5,414.12,250.49
10544,125.2,100,13.576,30.8,677.9,414.12,250.33
10545,125.3,100,13.434,30.7,671.9,409.41,250.32
10546,125.3,100,13.291,30.8,662.9,409.41,250.32
10547,125.1,100,13.625,30.8,683.8,423.53,250.32
10548,124.8,100,14.179,30.9,683.7,423.53,250.41
10549,124.7,100,13.501,31.3,683.9,428.23,250.24
10550,124.2,100,13.778,31.7,693.2,428.23,250.4
10551,123.9,100,14.224,32.4,710.4,428.23,250.09
10552,123.1,100,14.505,32.9,730.5,428.23,250.34
10553,122.8,100,13.749,33,730.4,428.23,250.24
10554,122.7,100,14.101,33.1,717,428.23,250.38
10555,122.6,100,13.895,33.3,713.1,428.23,250.47
10556,122.3,100,14.183,33.9,714.8,418.82,250.47
10557,122.2,100,14.715,33.6,707.8,418.82,250.56
10558,121.9,100,14.419,34.3,705.8,416.47,250.57
10559,144.5,100,8.519,12.4,164.2,409.41,34.02
10560,142.2,100,10.223,17.2,330.2,409.41,175.12
10561,137.3,100,10.883,19.6,426.1,409.41,198.65
10559,135.6,100,11.033,20.2,471.8,409.41,199.16
10560,134.8,100,11.306,20.7,474.2,411.77,198.32
10561,134.8,100,11.302,21,494.8,411.77,199.42
10562,134.8,100,11.572,20.9,523.6,409.41,199.41
10563,134.3,100,11.838,22.5,532.8,409.41,215.35
10564,132.7,100,11.928,26.9,555.6,411.77,223.98
10565,129,100,12.377,28,575.8,411.77,224.58
10566,130.6,100,12.411,27.3,586.7,414.12,225.33
10567,130,100,12.992,26.2,613,414.12,224.99
10568,129.5,100,13.097,26.6,619,414.12,225.01
10569,129.5,100,12.853,26.5,625.7,414.12,225.07
10570,129.3,100,13.119,27.1,625.8,416.47,228.26
10571,128.3,100,13.46,28.1,639.1,416.47,243.33
10572,127.4,100,14.116,28.7,671.1,416.47,245.11
10573,127,100,14.157,29.5,694.9,416.47,245.21
10574,125.6,100,14.101,30.7,692.6,409.41,245.1
10575,124.5,100,14.449,31.4,717.7,409.41,244.93
10576,124.3,100,14.187,31.9,729.8,411.77,245.11
10577,124.8,100,13.947,31.3,715.1,411.77,245.28
10578,124.6,100,13.921,31.2,698.2,411.77,245.02
10579,125,100,14.37,31,705.1,411.77,245.36
10580,125.4,100,13.865,30.6,706.9,414.12,245.19
10581,125.5,100,13.846,30.4,687.6,414.12,245.1
10582,125.5,100,13.625,30.5,677.6,411.77,245.09
10583,125.8,100,14.427,30.7,686.5,411.77,245
10584,125.3,100,13.595,30.7,686.7,409.41,245.09
10585,125.2,100,13.621,31.1,681.7,409.41,245.18
10586,124.9,100,14.202,31.2,687.7,404.71,244.75
10587,124.5,100,14.202,31.6,695.6,404.71,244.93
10588,124.4,100,13.76,31.7,697.1,404.71,245.27
10589,125.2,100,13.805,31.4,692.4,404.71,244.5
10590,125,100,13.936,31.2,695.6,409.41,240.91
10591,124.5,100,13.928,31.5,705.1,409.41,245.04
10592,124.4,100,13.985,31.6,705,423.53,245.2
10593,124.7,100,14.041,31.7,697.6,423.53,245.36
10594,124.8,100,13.876,31.3,699.6,423.53,245.38
10595,124.6,100,14.423,31.7,710.7,423.53,245.38
10596,123.9,100,14.367,34.8,712.2,425.88,245.12
10597,121.6,100,14.108,35.2,708.4,425.88,245.19
10598,124.5,100,13.932,35.2,702.8,421.18,245.37
10599,123.9,100,14.595,32.6,711,421.18,245.47
10600,123.9,100,14.494,32.6,716,404.71,245.35
10601,123.6,100,14.325,32.9,716.6,404.71,245.34
10602,123.4,100,14.442,33.2,715.7,402.35,245.18
10603,123.8,100,14.393,32.7,707.2,402.35,245.44
10604,123.6,100,14.857,33.1,725.7,395.29,245.36
10605,123.4,100,14.726,33.6,730.2,395.29,245.53
10606,123,100,14.119,33.6,730.8,400,245.53
10607,122.6,100,15.172,33.7,725.5,400,245.62
10608,122.6,100,15.517,33.9,766,409.41,245.37
10609,122.4,100,15.393,34,763.9,409.41,244.6
10610,122.2,100,15.899,34.2,759.1,411.77,242.12
10611,122.4,100,14.902,34,747.6,411.77,244.86
10612,122.2,100,14.816,34.2,765.6,409.41,245.2
10613,122.3,100,14.363,34.3,762.9,409.41,243.92
10614,121.9,100,14.412,34.2,752,407.06,243.75
10615,121.9,100,14.31,34.1,745.8,407.06,245.03
10616,122,100,14.854,34.1,736.5,400,245.54
10617,122.1,100,14.359,34.3,737.8,400,245.45
10618,122,100,15.266,33.9,732.1,400,245.54
10619,122,100,14.569,33.9,729.5,400,245.2
10620,122.4,100,14.562,33.7,733.6,400,245.37
10621,122.4,100,15.056,34,734.8,400,245.11
10622,122.1,100,14.449,34.2,730,400,245.44
10623,122.4,100,14.209,33.8,738,402.35,245.61
10624,122.3,100,14.498,33.6,739.3,402.35,245.28
10625,122.8,100,13.846,33.3,739.1,409.41,245.52
10626,123,100,13.854,32.9,727.5,409.41,245.63
10627,123,100,13.947,35.2,715.9,409.41,245.54
10628,120.7,100,13.868,35.6,701.7,409.41,245.35
10629,124,100,14.056,35.8,699.5,409.41,245.09
10630,124.1,100,13.621,32.1,695.5,409.41,246.38
10631,123.9,100,13.857,32,694.6,409.41,246.82
10632,123.8,100,14.43,32.3,718,409.41,247.07
10633,123.3,100,14.348,32.6,718.8,402.35,246.9
10634,123.1,100,14.539,33,722.4,402.35,246.9
10635,122.9,100,14.651,33.2,725.2,400,246.98
10636,122.8,100,14.85,33.4,729.6,400,246.98
10637,122.7,100,14.648,33.7,731.4,402.35,246.99
10638,123,100,14.412,33.4,727.4,402.35,246.98
10639,123.8,100,14.513,32.9,725.7,414.12,246.73
10640,124,100,14.153,32.1,727.6,414.12,246.9
10641,124.5,100,13.677,31.8,704.2,414.12,246.97
10642,124.2,100,14.224,32.1,707.6,414.12,246.79
10643,124,100,13.606,32.5,710.6,421.18,246.75
10644,123.3,100,14.086,33.8,711.6,421.18,246.87
10645,122.8,100,14.183,33.9,728.7,416.47,246.83
10646,122.3,100,14.288,34.1,739.3,416.47,246.79
10647,122,100,14.251,34.4,752.8,416.47,246.86
10648,121.7,100,14.453,34.7,733.9,416.47,246.74
10649,121.2,100,14.644,34.9,743.8,414.12,246.74
10650,121.1,100,14.745,35,733.9,414.12,247.04
10651,121.1,100,14.419,34.9,720.3,411.77,246.81
10652,145.3,100,8.313,12.1,155.9,416.47,33.23
10653,142.6,100,10.429,17.1,309.7,416.47,152.16
10654,137.4,100,11.167,20,429.8,416.47,185.25
10655,134.9,100,11.962,22.5,501.7,400,203.72
10656,132.9,100,12.441,23.8,549.8,404.71,215.95
10657,130.9,100,12.793,25.6,599.6,404.71,238.71
10658,129.4,100,13.115,27.1,619.8,409.41,244.68
10659,128.2,100,13.385,31.7,652.7,409.41,244.85
10660,125.2,100,13.662,31.7,656.2,411.77,244.85
10661,127.5,100,13.546,31.1,665,411.77,245.45
10662,126.8,100,13.91,29.4,664.9,411.77,245.37
10663,126.6,100,14.063,29.7,681.1,411.77,245.19
10664,126.5,100,13.471,29.8,683.6,411.77,245.28
10665,126.2,100,13.438,30.1,686.8,411.77,245.46
10666,125.6,100,13.685,30.4,684.9,411.77,245.2
10667,125.6,100,15.097,30.8,721.4,411.77,245.12
10668,125.1,100,14.85,31.2,750.2,411.77,245.35
10669,124.5,100,14.704,31.9,751.8,414.12,244.44
10670,124.1,100,14.352,32.1,750.7,414.12,244.35
10671,124.5,100,14.254,31.6,729.8,414.12,245.11
10672,124.8,100,13.88,31.2,716,414.12,245.11
10673,124.8,100,13.692,31,701.7,435.29,247.04
10674,124.7,100,14.194,31.2,695.5,435.29,252.03
10675,124.7,100,14.134,31.2,703.4,435.29,252.74
10676,124.4,100,14.157,31.4,704.8,435.29,252.89
10677,125.1,100,13.55,31.1,696.7,430.59,252.89
10678,125.5,100,13.322,30.7,687.1,430.59,253.09
10679,125.3,100,14.239,30.7,675.5,418.82,252.83
10680,125,100,13.61,30.9,678.6,418.82,252.78
10681,124.9,100,13.333,31.1,676.2,416.47,252.78
10682,124.6,100,13.479,31.5,671,416.47,252.97
10683,124.1,100,14.385,31.9,690.9,409.41,252.62
10684,124.8,100,13.79,31.8,708.1,409.41,252.53
10685,124.8,100,13.557,31.4,705.4,407.06,248.78
10686,124.2,100,13.677,31.8,704.4,407.06,254.46
10687,123.7,100,14.026,32.2,701.5,407.06,254.72
10688,123.7,100,14.423,32.4,724.1,407.06,254.55
10689,123.6,100,13.651,32.4,720.6,407.06,254.63
10690,123.5,100,13.745,32.5,717,407.06,254.6
10691,123.1,100,14.562,36.2,710.8,407.06,254.77
10692,120.1,100,14.562,36.7,726.8,411.77,253.9
10693,123.7,100,13.94,35.8,720.2,411.77,254.6
10694,123.3,100,13.726,32.6,717.1,411.77,254.51
10695,123.8,100,14.88,32.3,712.5,411.77,254.71
10696,122.6,100,16.128,34.4,724.2,411.77,254.72
10697,122.5,100,14.46,33.8,723.9,411.77,254.8
10698,122.5,100,14.535,33.4,721,402.35,254.62
10699,122.9,100,14.288,33.4,724.2,402.35,254.78
10700,122.6,100,14.873,33.6,736,400,254.94
10701,122.7,100,14.355,33.5,748.7,400,254.84
10702,122.6,100,14.427,33.7,746.4,400,254.82
10703,122.3,100,14.367,33.8,749.4,400,254.35
10704,122,100,15.221,34.1,763.8,402.35,254.19
10705,122.7,100,14.801,34,782.8,402.35,254.11
10706,123,100,14.655,33.5,772,402.35,241.56
10707,122.4,100,14.509,33.8,754.7,402.35,251.93
10708,122.4,100,14.629,34.2,750.5,402.35,254.54
10709,122,100,14.389,34.4,755.8,414.12,254.46
10710,121.6,100,14.655,34.5,764.2,414.12,252.81
10711,121.4,100,14.741,34.8,765.1,425.88,250.91
10712,121.9,100,15.266,34.7,767,425.88,251.09
10713,122.1,100,14.337,34.2,759.5,435.29,249.3
10714,122,100,15.434,34.8,740.9,435.29,254.03
10715,121.6,100,14.73,34.6,745.5,432.94,254.6
10716,122.2,100,14.651,34.2,746,432.94,254.08
10717,122.3,100,14.217,33.8,738.5,425.88,254.53
10718,122.4,100,15,33.8,738,425.88,254.77
10719,122,100,14.828,34.1,733.7,418.82,254.58
10720,122.2,100,14.966,33.8,734.9,418.82,254.76
10721,122.4,100,14.801,34.1,735.2,411.77,254.93
10722,122.3,100,14.348,34.2,735,411.77,254.76
10723,120,100,14.063,36.4,731.8,411.77,254.82
10724,122.6,100,14.4,36.6,724.5,411.77,252.76
10725,123.5,100,13.842,34,727.5,407.06,252.94
10726,123,100,14.325,33.4,744.2,407.06,254.65
10727,123,100,14.033,33.4,743.4,407.06,254.48
10728,123.1,100,14.108,33.4,741.6,407.06,254.83
10729,122.4,100,14.292,33.6,744.1,407.06,254.82
10730,122.2,100,14.625,34.2,753.2,404.71,254.74
10731,121.6,100,14.247,34.6,753.9,404.71,254.22
10732,121.7,100,14.558,34.6,741.6,407.06,254.53
10733,121.2,100,15.168,34.8,746,407.06,254.46
10734,121.4,100,14.663,34.8,753.4,407.06,254.09
10735,121.2,100,14.187,34.6,756.3,407.06,254.67
10736,121.5,100,14.726,34.6,745.1,411.77,254.49
10737,121.3,100,14.449,34.8,739.1,411.77,254.41
10738,121,100,14.367,34.9,747.9,418.82,254.76
10739,121.1,100,14.805,34.9,751.2,418.82,254.67
10740,121.2,100,14.479,34.8,736.9,418.82,254.06
10741,121.2,100,14.43,34.7,734.3,418.82,254.67
10742,121.1,100,14.614,34.6,729.2,416.47,255.11
10743,121.2,100,14.206,34.7,730.8,416.47,255.01
10744,121.3,100,14.239,34.6,726.1,416.47,255.17
10745,121.2,100,14.49,34.6,723.4,411.77,255.08
10746,121.1,100,14.704,34.7,726.5,411.77,255.25
10747,144.2,100,8.444,12.6,167.9,404.71,28.02
10748,142.3,100,9.815,16.7,329.9,404.71,145.36
10749,138.4,100,10.639,18.7,409.1,409.41,156.2
10750,136.3,100,11.34,20.7,472,409.41,185.75
10751,134.6,100,11.726,22.3,519.5,407.06,211.46
10752,132.8,100,11.995,23.5,559.5,407.06,219.74
10753,132,100,12.643,24.3,579,409.41,220.25
10754,131.2,100,12.906,27.6,601,409.41,220.16
10755,128.1,100,13.224,28.5,601,409.41,227.68
10756,128.5,100,13.25,29.8,621.5,409.41,250.38
10757,128.1,100,13.336,28.4,651.1,414.12,252.93
10758,126.8,100,13.314,29.3,675.1,414.12,252.68
10759,126.7,100,14.108,29.5,675.3,411.77,253.09
10760,126.3,100,13.981,30.1,686.9,411.77,252.78
10761,125.5,100,13.842,30.4,690,411.77,253.11
10762,125.1,100,14.273,30.8,698,411.77,253.11
10763,124.7,100,14.033,31.2,703.4,407.06,252.9
10764,124,100,14.198,31.9,711.4,407.06,253.14
10765,123.6,100,14.161,32.3,718.7,407.06,252.93
10766,123.7,100,14.363,32.3,722.5,407.06,252.89
10767,123.8,100,14.142,32.4,725,407.06,252.98
10768,123.8,100,14.352,32.2,708.3,407.06,252.88
10769,123.8,100,14.258,32.3,728.5,407.06,252.98
10770,123.9,100,14.472,32.4,721.9,407.06,252.59
10771,123.6,100,14.127,32.6,721.9,407.06,252.88
10772,123.3,100,14.412,32.5,724.2,409.41,252.88
10773,123.4,100,14.524,32.5,727.2,409.41,252.91
10774,123.2,100,14.224,32.5,724.7,409.41,252.64
10775,123.3,100,14.262,32.6,715.9,409.41,252.95
10776,123.5,100,14.726,32.5,718.7,409.41,252.82
10777,123,100,14.123,32.9,726.6,409.41,253.04
10778,123,100,14.726,33.1,724.1,409.41,252.69
10779,123.8,100,14.213,32.8,727,409.41,252.37
10780,123.8,100,14.651,32.3,724.4,404.71,249.01
10781,123.3,100,13.88,32.4,726.3,404.71,254.65
10782,123.3,100,14.071,32.6,734.4,404.71,254.83
10783,123.2,100,15.06,32.8,739.8,404.71,254.4
10784,123.5,100,14.797,32.7,740.9,404.71,254.49
10785,123.3,100,14.067,32.4,741.7,404.71,254.92
10786,123.2,100,13.902,35.1,743.8,404.71,254.84
10787,120.5,100,14.262,36.5,745.2,407.06,254.33
10788,123.6,100,14.528,36.3,744,407.06,254.75
10789,123.5,100,14.161,32.7,736.7,409.41,255.02
10790,123.5,100,13.91,32.5,730.5,409.41,254.58
10791,123.3,100,14.337,33,724.7,411.77,254.67
10792,123,100,14.835,33.2,723.5,411.77,254.67
10793,122.8,100,14.288,33.3,736.7,411.77,254.67
10794,122.4,100,14.625,33.9,759.5,411.77,254.76
10795,122.2,100,14.539,33.5,758.9,407.06,254.59
10796,122.3,100,14.232,33.5,748.3,407.06,254.52
10797,122.1,100,14.348,33.9,748,409.41,254.68
10798,122,100,14.337,33.9,747.6,409.41,254.88
10799,122,100,14.341,33.9,747.6,409.41,255.02
10800,122.1,100,15.292,33.9,732.4,409.41,255.04
10801,121.8,100,15.745,34.2,733.3,409.41,254.89
10802,121.9,100,14.318,33.8,735,409.41,255.04
10803,122.2,100,14.457,33.8,736.9,409.41,254.77
10804,122,100,14.464,33.8,736.9,409.41,254.77
10805,122.1,100,14.621,33.9,738.6,409.41,254.76
10806,122.3,100,14.535,33.9,738.3,414.12,254.77
10807,122.1,100,14.052,33.7,745.8,414.12,254.57
10808,121.9,100,15.063,34.1,743.5,414.12,254.32
10809,121.7,100,14.599,34.2,743.3,414.12,254.5
10810,121.8,100,14.438,34.4,740.6,411.77,254.15
10811,121.8,100,14.322,34.1,750,411.77,254.67
10812,122,100,14,33.7,744.9,407.06,254.59
10813,122.3,100,13.82,33.7,737.9,407.06,254.85
10814,122,100,14.337,33.6,730.8,409.41,255.02
10815,122.4,100,14.43,33.8,735.2,409.41,254.85
10816,122.6,100,14.269,33.7,732,409.41,254.69
10817,122.7,100,14.03,34.1,731,409.41,254.79
10818,120.5,100,14.576,36.9,736.2,409.41,254.88
10819,121.5,100,13.921,36.6,736.6,409.41,254.26
10820,123.2,100,14.071,34.8,725.5,409.41,254.87
10821,122.9,100,14.123,33.2,731.1,409.41,254.96
10822,122.8,100,14.089,33.2,739.7,409.41,254.77
10823,123,100,14.633,33.5,748.8,407.06,254.85
10824,122.9,100,14.288,33.6,748.7,407.06,254.85
10825,122.7,100,14.816,33.4,737.9,407.06,254.85
10826,123.1,100,14.393,33.2,734.6,407.06,254.93
10827,123,100,13.932,33.7,728.3,404.71,254.85
10828,122.2,100,14.535,34.2,734.4,404.71,254.94
10829,122.1,100,14.599,34.2,749.7,407.06,254.75
10830,121.7,100,14.831,34.5,756.8,407.06,254.25
