Hole Depth,Hook Load,Rotary RPM,Rotary Torque,Weight on Bit,Differential Pressure,Gamma at Bit,Rate Of Penetration
7991,132.9,49,10.332,18.6,590.4,131.76,129.57
7992,132.8,49,9.901,18.3,619.1,131.76,127.84
7993,132.4,50,12.876,19.4,601.4,129.41,122.38
7994,135.2,50,12.823,19.5,629.8,129.41,122.21
7995,132.4,50,10.725,19.2,605.2,131.76,126.99
7996,132.7,50,10.931,19,622,129.41,118.46
7997,132.1,49,10.995,19.3,612.4,129.41,129.97
7998,133.4,50,11.205,19.2,627.8,129.41,127.95
7999,132.5,50,11.34,19.1,619.9,127.06,129.65
8000,133.7,50,11.051,18.4,627.5,127.06,125.58
8001,133,50,12.546,18.5,609.4,124.71,129.47
8002,131.1,49,10.467,21.5,604.5,127.06,126.06
8003,130.4,49,10.313,21.5,590,129.41,128.28
8004,132.7,49,10.279,19.6,606.6,131.76,128.88
8005,132.7,49,9.796,18,576.9,131.76,130.41
8006,132.5,49,10.167,18,573.8,129.41,130.5
8007,132.5,49,10.163,18.3,568.5,129.41,130.24
8008,132.4,49,10.058,18,571.4,127.06,130.33
8009,132.4,49,9.747,17.8,570,127.06,130.5
8010,132.5,49,10.729,18.2,567.7,127.06,134.77
8011,131.7,50,10.313,19.2,610.6,124.71,137.33
8012,132,49,10.332,18.7,609.9,124.71,136.31
8013,131.2,49,10.201,19.4,602.2,122.35,139.63
8014,131.4,49,10.575,19.2,616.1,120,133.74
8015,131.9,49,10.148,18.6,614,108.24,134.77
8016,131.7,50,10.725,18.8,608.5,108.24,137.17
8017,131.5,49,10.628,19.2,607.2,108.24,135.2
8018,131.4,49,11.134,19.4,608.3,110.59,137.67
8019,131.4,49,11.321,19.4,615,117.65,134.77
8020,132.1,49,10.725,18.6,605,124.71,138.82
8021,132,50,10.999,19.1,581.8,124.71,139.56
8022,130.9,49,10.744,19.6,599.3,124.71,139.47
8023,131.4,49,10.527,19.6,610.4,127.06,137.42
8024,131.6,49,10.07,20,598.8,129.41,138.35
8025,130,50,11.381,21,614.2,131.76,138.53
8026,129.8,50,10.718,21,616.7,131.76,137.33
8027,130,50,14.119,22.6,605.1,136.47,137.76
8028,134.3,49,11.527,22.9,656.7,141.18,137.76
8029,132.1,49,9.691,19,546.8,145.88,137.62
8030,131.2,49,10.504,19.8,613.1,145.88,135.52
8031,131,50,15.243,20.8,605.3,145.88,131.78
8032,131,49,10.545,20.4,616.4,145.88,134.17
8033,131.4,50,13.468,24.2,613.9,145.88,134.1
8034,126.9,49,10.534,23.9,587.6,145.88,134.18
8035,130.6,49,10.53,23.3,592.1,148.24,134.52
8036,130.6,49,10.976,20,596.8,148.24,135.37
8037,130.4,49,10.759,20.4,608.1,143.53,134.09
8038,130.5,49,11.373,22.3,621.6,138.82,131.52
8039,135.1,49,12.381,23.9,664.1,141.18,134.16
8040,133.8,49,10.186,17.6,542.7,141.18,134.84
8041,132.5,49,9.845,18.1,547.7,141.18,135.79
8042,132.1,50,11.531,18.7,582.3,141.18,135.28
8043,132.1,49,10.377,18.4,572.5,141.18,135.28
8044,132.4,50,10.624,18.5,579.7,141.18,135.62
8045,131.7,50,11.681,19.3,579.1,141.18,135.89
8046,131.5,50,11.456,19.3,586.1,141.18,135.86
8047,131.3,49,10.411,19.4,597.5,141.18,134.68
8048,131.4,49,10.463,19.4,603,141.18,134.5
8049,131.5,49,10.354,19.3,591.5,141.18,133.57
8050,131.3,49,10.246,19.2,580.3,141.18,135.7
8051,131.3,49,10.617,19.4,587.2,141.18,135.45
8052,131.5,49,10.868,19.4,601.5,138.82,135.11
8053,131.8,49,10.47,18.9,606.4,138.82,133.49
8054,131.7,49,10.362,19.1,573.5,138.82,135.79
8055,131.9,49,10.16,18.8,570,138.82,136.13
8056,131.9,49,9.661,19.1,565.8,138.82,135.96
8057,131.6,49,9.837,19.2,545.2,141.18,135.88
8058,130.7,49,10.092,21,567.5,141.18,135.88
8059,150.5,49,7.601,8,149.9,138.82,84.95
8060,140.6,49,8.949,13.3,369.4,138.82,134.51
8061,136.7,49,9.68,15.6,503.2,138.82,134.59
8062,134.1,49,12.58,17.7,570.6,141.18,134.67
8063,133.7,50,13.868,18.6,599.5,138.82,134.97
8064,132.9,49,11.119,19.3,627.7,138.82,132.9
8065,129.9,49,10.145,21.6,593.7,138.82,134.25
8066,130.9,49,14.292,23.3,592.4,136.47,134.25
8067,133.1,50,14.191,19.8,623.5,134.12,127.42
8068,133,49,12.385,18.4,622.8,129.41,126.55
8069,132.2,49,13.602,19.7,608.3,129.41,133.64
8070,132.3,49,11.051,19.8,632.8,129.41,133.56
8071,133.2,50,14.412,19.6,620,138.82,132.46
8072,132.6,49,10.575,19.4,628.4,148.24,132.37
8073,132.8,49,10.186,18.1,625,148.24,131.79
8074,132.4,49,10.56,19,621,148.24,133.28
8075,133.1,49,10.501,18.8,642.7,141.18,132.35
8076,132.3,49,10.957,18.2,616.1,138.82,130.4
8077,135.7,49,10.422,18.3,647.6,138.82,123.93
8078,137.6,49,11.149,18,656.6,138.82,133.9
8079,135.2,49,10.665,18,567.1,141.18,134.67
8080,132.2,49,11.355,18.7,631.6,143.53,134.76
8081,132.8,49,10.935,19,641.5,141.18,121.61
8082,132.2,49,11.209,19.3,626.8,141.18,128.87
8083,134.5,49,10.838,18.9,645.4,141.18,120.39
8084,134,49,11.141,18.4,643.8,138.82,133.43
8085,133.7,49,10.654,18.5,593.5,138.82,133.22
8086,131.9,49,10.53,18.8,625.2,138.82,133.31
8087,132.5,49,10.755,18.5,621.8,138.82,124.34
8088,132.3,49,10.339,18.2,604.9,138.82,132.46
8089,132.6,49,11.085,18.4,631.4,138.82,132.37
8090,133,49,10.444,17.8,613.3,138.82,129.38
8091,132.5,49,10.1,18.1,610.3,138.82,133.91
8092,132.2,49,10.849,18.4,628.4,141.18,131.52
8093,132.5,49,10.579,18.3,616.9,143.53,128.02
8094,132.6,49,10.369,18.9,608.5,143.53,132.21
8095,133.1,49,10.95,19.4,643.9,143.53,131.77
8096,132.6,49,10.56,21.3,601.1,143.53,133.92
8097,130.2,49,10.819,21.6,636.9,145.88,133.49
8098,135.6,49,11.246,20.6,650.6,145.88,132.16
8099,134.2,49,9.841,18.5,567.8,141.18,132.83
8100,131.4,49,10.748,19.8,636.6,138.82,133.92
8101,131.8,49,10.489,19,628.6,138.82,118.53
8102,131.6,49,10.493,19,613.4,138.82,128.44
8103,131.7,49,10.418,18.9,610.4,143.53,131.26
8104,132.6,49,10.744,18.8,621.5,143.53,129.9
8105,132.5,49,10.055,18.2,621.6,141.18,132.41
8106,131.9,49,10.309,18.9,599.2,138.82,134.1
8107,132.4,49,11.021,19.2,636.5,134.12,133.93
8108,137.9,49,10.092,17.9,629.1,131.76,114.95
8109,141.1,49,8.013,12,585.1,129.41,65.12
8110,142.3,49,6.99,8.8,517,134.12,64.94
8111,144.1,49,7.028,8.2,469,136.47,64.82
8112,143.3,49,7.702,8.5,366.5,138.82,64.34
8113,143,49,7.365,8.8,377,138.82,64.85
8114,142.7,49,6.956,8.8,367.1,141.18,64.93
8115,141.7,49,7.005,10,485.1,141.18,64.73
8116,140.8,49,6.908,9.7,508.9,141.18,64.63
8117,141.8,49,7.058,9.5,477.1,136.47,64.88
8118,141.8,49,13.209,15.6,340.4,141.18,129.39
8119,135.3,49,14.075,19.3,455.9,138.82,134.26
8120,130.9,49,12.01,20.3,594.3,138.82,134.1
8121,130.5,49,10.377,20.8,613.3,136.47,134.01
8122,131,49,10.988,19.9,617.1,131.76,130.76
8123,131.3,49,10.662,19.6,609,131.76,128.7
8124,131.5,49,10.103,18.9,604.8,134.12,134.25
8125,131.5,49,10.279,19.2,591,134.12,134.33
8126,131.6,49,9.856,19.1,602.5,131.76,133.99
8127,131.5,49,11.385,19.1,605.4,134.12,132.37
8128,131.3,49,11.055,23,639.8,134.12,132.03
8129,130.2,49,9.961,21.3,622.2,138.82,131.6
8130,131.4,49,10.77,21.2,606.4,138.82,131.43
8131,131.5,49,10.826,19.9,634.5,138.82,130.41
8132,134.9,49,10.729,19,644.3,141.18,126.15
8133,134.7,49,10.298,18.3,590.4,141.18,135.38
8134,135.8,49,11.512,19.9,655.4,143.53,135.2
8135,135.2,49,10.006,18.4,548.6,141.18,134.25
8136,131.7,49,10.744,19.8,629.2,141.18,135.61
8137,136.1,49,11.175,19.3,655.7,141.18,127.43
8138,136.1,49,9.639,16.5,569.5,143.53,135.39
8139,132.9,49,10.501,19.3,598.7,141.18,135.4
8140,131.1,49,10.377,19.5,613.3,141.18,134.17
8141,132.4,50,14.543,19.8,623.1,141.18,127.07
8142,131.8,50,15.041,20.5,633.9,143.53,134.35
8143,131.9,49,10.875,18.8,633.7,143.53,130.06
8144,131.8,49,10.512,18.9,614.8,143.53,131.15
8145,131.6,49,10.635,19.2,613.8,141.18,132.75
8146,132.3,49,11.212,18.8,613.8,138.82,129.99
8147,131.9,49,10.422,19.1,587.5,138.82,135.54
8148,131.4,49,11.018,19.7,626.2,136.47,135.54
8149,131.1,49,10.392,20.3,613.5,138.82,128.61
8150,130.8,49,10.901,20.3,635.1,141.18,127.06
8151,130.9,49,10.729,20.9,634.6,138.82,132.36
8152,130.9,49,10.845,20.8,632.7,138.82,132.36
8153,130.5,49,10.493,21.7,607.9,138.82,132.93
8154,152.5,49,6.552,6.7,118.9,141.18,98.65
8155,142.4,50,9.133,11.5,370,141.18,134.68
8156,138,50,9.661,14.1,484.9,138.82,134.76
8157,135.4,50,10.197,15.1,515.2,141.18,134.59
8158,134.7,50,10.647,17.2,604.2,138.82,134.85
8159,132.9,50,10.871,21.1,617.8,138.82,132.55
8160,133.7,50,10.879,21.1,642.1,141.18,131.52
8161,133.1,50,11.205,20.9,632.7,141.18,133.57
8162,134.1,50,11.688,17.1,631.4,136.47,124.74
8163,136.8,50,11.797,17.2,639.4,136.47,122.81
8164,134.5,50,11.887,17.9,608.2,138.82,134.85
8165,134.9,50,11.313,19.8,642.5,141.18,128.02
8166,132.8,50,11.1,18.7,619.7,138.82,131.62
8167,134,50,10.673,18.4,636.2,136.47,125
8168,135.8,50,11.002,18.2,641.7,136.47,132.55
8169,134.8,50,10.575,17.7,574.8,136.47,134.51
8170,132.5,50,10.377,18.4,606.9,136.47,134.09
8171,133.5,50,10.411,18.2,633,136.47,131.61
8172,138.4,50,10.703,17.2,642.9,138.82,120.74
8173,137.5,49,9.609,15.1,534.7,138.82,133.9
8174,134.4,50,10.115,16.6,585,136.47,135.18
8175,133.7,50,10.231,17.2,621.4,138.82,134.42
8176,135.5,50,10.515,17.2,638.5,138.82,122.97
8177,135.2,50,10.163,15.8,590,141.18,133.18
8178,134,50,10.767,17.1,598.3,141.18,135.2
8179,133.1,50,10.699,17.9,629.6,138.82,133.68
8180,133.1,50,10.448,18.2,631.4,136.47,118.34
8181,133.1,50,10.931,18.2,620.9,136.47,123.81
8182,133.9,50,10.246,18.2,638.1,136.47,123.5
8183,132.8,50,10.969,18.4,619.4,138.82,134.49
8184,135.9,50,10.916,18.2,642.5,138.82,130.49
8185,133.7,50,10.572,17.4,596.2,136.47,134.33
8186,133,50,11.235,17.7,616.6,136.47,130.06
8187,133.1,50,10.808,18,628.1,136.47,125.87
8188,132.6,50,10.575,18.2,627.7,136.47,126.13
8189,132.3,50,10.579,18.8,621.7,136.47,122.9
8190,132.4,50,10.733,18.2,619.9,136.47,121.19
8191,132.1,50,10.815,21.9,626.2,134.12,121.44
8192,129,49,10.59,22.5,620.8,131.76,128.28
8193,131.7,50,11.654,22.1,602.5,129.41,133.68
8194,132.1,50,10.767,18.9,617.8,129.41,133.76
8195,132.7,50,10.036,18.2,617.7,129.41,125.47
8196,132.4,50,10.313,18.5,614.3,131.76,127.68
8197,132.2,50,10.137,18.6,599.2,134.12,132.2
8198,132.6,50,10.677,18.6,601.8,131.76,131.15
8199,133,50,9.998,17.8,597.2,134.12,131.84
8200,132.3,50,11.04,18.6,602.7,136.47,133.15
8201,132.2,50,11.223,19.1,610.2,138.82,129.9
8202,131.8,50,11.059,19.2,624.3,141.18,123.74
8203,132.2,50,11.134,19.1,626.2,141.18,128.11
8204,134.8,50,11.583,19.2,636.7,143.53,130.76
8205,135.8,50,10.767,18.3,641,141.18,131.26
8206,133,50,11.501,19.8,634.4,141.18,134.18
8207,132.9,50,11.355,18.9,626.1,141.18,122.55
8208,136.2,50,11.332,18.6,646.9,141.18,120.16
8209,132.6,50,11.246,22.4,552.8,141.18,134.43
8210,136.1,50,10.257,16.9,582.5,141.18,55.7
8211,132.3,50,11.31,20.1,596.3,138.82,134.26
8212,135.6,50,11.242,20.7,643.5,138.82,133.66
8213,133.9,50,11.182,19.3,609.6,141.18,132.46
8214,132.4,50,10.748,19.4,632.5,141.18,130.58
8215,134.1,50,10.673,19.7,638.9,141.18,127.67
8216,132.5,50,10.429,19.6,584.7,138.82,134.08
8217,136.1,50,11.134,20.2,652.7,138.82,134.08
8218,132.7,50,10.995,18.9,582.9,138.82,134.42
8219,132,50,11.714,18.9,606.2,136.47,134.26
8220,132.8,50,10.991,18.5,615.8,134.12,130.66
8221,133.5,50,11.696,18.1,569.6,129.41,134.54
8222,134,50,9.586,16.8,548.4,129.41,134.79
8223,132.3,50,10.579,20.8,576.4,131.76,134.25
8224,131,50,9.725,20.8,563.4,134.12,134.6
8225,134.5,50,9.762,19.4,548.4,138.82,134.85
8226,133.6,50,9.796,17,531.1,138.82,135.11
8227,134.4,49,9.643,16.6,545.3,138.82,136.04
8228,135.2,49,9.358,15.8,540,136.47,135.87
8229,134.7,49,9.553,16.5,527.4,134.12,135.78
8230,134.2,50,9.751,16.3,534.1,131.76,135.71
8231,134.2,50,11.576,17,516.8,131.76,135.88
8232,134,49,9.156,16.4,514.2,129.41,135.71
8233,134.8,50,11.624,16.6,514.8,127.06,135.78
8234,134.5,50,9.054,15.8,509.6,122.35,135.7
8235,134.2,49,9.129,16.2,501.3,120,135.87
8236,134.1,49,9.523,16.4,521.7,120,135.87
8237,134,49,9.268,16.4,531.8,120,135.86
8238,134,50,9.852,17,541.8,117.65,135.71
8239,134.7,50,9.673,16.2,528.8,115.29,135.46
8240,135,50,9.553,16,515.8,115.29,135.54
8241,135,50,9.294,16.4,513,112.94,136.81
8242,133.9,50,9.751,17.1,545.1,112.94,146.04
8243,132.9,50,11.284,17.8,569.4,110.59,145.87
8244,132.5,49,11.306,18,582.5,115.29,145.7
8245,132.4,50,12.269,19.3,560.6,115.29,145.65
8246,130.8,49,10.913,19.7,600,122.35,144.51
8247,131.5,50,10.122,19.4,605.5,122.35,137.47
8248,130.6,50,10.665,21.3,594.7,122.35,142.8
8249,150.3,50,8.178,9.4,234.2,141.18,118.35
8250,140.1,50,8.796,13.7,429.1,145.88,144.17
8251,136.2,50,9.886,15.6,549.9,148.24,144.62
8252,134.2,50,10.392,16.4,611.6,152.94,144.27
8253,134.7,50,10.216,15.7,612.2,152.94,139.78
8254,134.1,50,11.748,19.8,574,152.94,144.22
8255,130.6,50,10.796,21.3,615.7,150.59,143.2
8256,134,50,10.13,19.5,610,152.94,139.88
8257,134.2,50,10.261,16.3,600.7,145.88,140.22
8258,133.8,50,10.321,17.2,623.9,145.88,142.36
8259,133.3,50,10.257,17.3,621.9,143.53,134.86
8260,133.6,49,10.22,17.1,614.9,141.18,130.89
8261,133.6,50,9.901,17.4,608.4,143.53,138.78
8262,133.5,50,10.598,17.6,610.8,143.53,133.93
8263,133,50,10.126,17.5,614.3,143.53,130.76
8264,134.3,50,9.961,17.2,627.6,141.18,122.56
8265,134.1,50,10.306,16.5,608,141.18,139.28
8266,134.1,50,9.939,16.5,605.8,136.47,136.39
8267,134.6,50,10.407,16.5,621.3,136.47,136.47
8268,135.4,50,10.309,15.6,611.7,138.82,123.83
8269,135.6,50,10.287,15.3,598.5,138.82,137.24
8270,135.4,50,9.931,16,580.9,141.18,144.08
8271,134.6,50,10.167,16.3,589.4,143.53,144.16
8272,134.4,49,10.246,16.6,605.4,143.53,141.52
8273,134.4,50,10.017,16.3,586.2,143.53,143.06
8274,134.3,50,10.028,16.7,575.4,143.53,151.25
8275,134.2,50,10.077,16.7,586.4,143.53,151.93
8276,137.2,50,10.055,16.7,638.3,143.53,147.57
8277,135.2,50,10.564,16.5,583.4,141.18,154.91
8278,134.9,50,11.156,16.4,597.5,138.82,152.22
8279,134.5,50,10.658,16.6,584,136.47,145.79
8280,134,50,10.426,17.2,586.8,136.47,147.83
8281,134,50,10.246,17.4,604.9,136.47,148.61
8282,133.9,50,10.478,16.8,608.1,131.76,135.7
8283,134.1,50,10.508,17.2,609.2,131.76,136.02
8284,134.3,50,10.032,16.5,605,131.76,136.12
8285,133.8,50,9.965,16.7,607.3,131.76,139.45
8286,133.7,49,9.852,21.9,603.4,134.12,137.59
8287,130.8,50,10.441,21.9,620.7,136.47,137.42
8288,134,50,10.212,19.7,581.7,136.47,135.02
8289,134,50,10.246,16.8,578.9,136.47,134.85
8290,134.2,50,10.298,17.2,615.8,136.47,134.5
8291,134.1,49,9.579,16.3,585.3,134.12,133.77
8292,134.4,50,9.755,16.8,592.1,134.12,134.69
8293,134.6,49,10.107,16.1,585.3,136.47,134.77
8294,134.7,50,9.605,16.2,578,136.47,134.85
8295,134.8,50,9.586,15.9,566.4,136.47,134.85
8296,134.4,50,9.717,16.7,592.4,138.82,134.53
8297,134.6,50,10.553,16.7,611.3,138.82,133.43
8298,133.7,50,10.058,17.2,621.6,138.82,127.25
8299,134,50,9.909,17,629.8,143.53,122.21
8300,133.3,50,10.309,17.9,613,141.18,127.85
8301,133.1,50,9.523,17.5,606.1,141.18,129.04
8302,133.1,50,10.115,17.6,600.5,141.18,132.54
8303,133.8,50,9.688,17,598.8,138.82,132.37
8304,134.1,49,9.688,16.5,578.8,138.82,134.32
8305,134.3,50,9.511,16.2,572.7,138.82,134.92
8306,134.8,49,9.219,16,537.4,138.82,134.5
8307,134.9,50,9.654,16.2,551.4,136.47,134.27
8308,134.5,50,10.085,17.3,632.8,134.12,134.69
8309,134.5,49,9.508,16.3,596.5,134.12,132.76
8310,134.3,50,9.605,16.5,546.5,134.12,134.77
8311,133.8,49,9.365,16.7,547,136.47,134.85
8312,133.8,49,9.631,16.7,548,136.47,134.85
8313,134.4,49,8.953,16.5,541.8,134.12,134.68
8314,134.3,50,9.305,16.4,523.3,131.76,134.85
8315,134.6,50,9.264,15.8,538.8,129.41,134.94
8316,135.1,50,9.481,18.2,543.5,129.41,134.68
8317,131.7,50,9.796,19.9,526.4,129.41,134.44
8318,133.4,50,9.613,19.9,538.2,131.76,134.52
8319,133.3,50,9.961,17.3,585.3,131.76,135.11
8320,133.6,50,10.186,17.2,587.2,131.76,135.53
8321,134,50,9.777,16.7,557.5,131.76,135.61
8322,134.6,50,10.152,16.5,561.4,134.12,135.95
8323,134.6,50,9.631,16,547.1,136.47,136.02
8324,134.4,50,10.647,16.5,540.3,141.18,135.89
8325,133.7,50,10.793,17.2,533.9,141.18,135.45
8326,133.8,50,10.635,17.3,579.4,141.18,135.62
8327,134.1,50,10.092,16.6,557.3,141.18,135.88
8328,134,50,10.066,16.7,556.5,136.47,135.96
8329,134.3,50,9.845,16.5,550.3,136.47,135.95
8330,134.7,50,11.002,16.3,542.7,138.82,135.78
8331,135.3,50,10.654,15.8,534.9,141.18,135.61
8332,135.1,50,9.826,15.6,519.5,145.88,135.97
8333,135.5,50,10.568,15.8,538,148.24,135.63
8334,134.9,50,10.632,16,518.1,148.24,135.45
8335,133.6,50,10.493,17.1,544.7,148.24,135.54
8336,132.9,50,11.973,18.7,614.4,148.24,135.96
8337,133.3,50,10.152,18.2,616.9,145.88,131.77
8338,133.4,50,12.853,17.9,565.5,145.88,135.61
8339,133.5,50,9.545,17.9,568.6,145.88,135.61
8340,132.7,49,10.036,18.5,575.8,148.24,135.79
8341,131.5,50,10.272,19.4,593.9,148.24,135.79
8342,153.6,49,3.806,0,35.6,148.24,21.98
8343,150.5,49,6.863,6.1,237.9,148.24,98.04
8344,143.3,49,7.788,7.6,362.6,150.59,100.09
8345,142.4,49,7.653,8.5,374,150.59,100.01
8346,141.4,49,8.283,9.2,402.5,148.24,99.93
8347,141.1,49,9.354,10.3,409,145.88,100.01
8348,141.4,49,7.848,12.7,413.6,145.88,100.25
8349,137.6,49,8.421,13.7,403.2,148.24,123.13
8350,139.2,49,8.976,14.6,467.7,148.24,125.21
8351,156.4,49,8.867,11.8,471.9,150.59,125.29
8352,152.1,49,5.417,9.3,215.4,145.88,1.61
8353,139.5,49,9.909,21.2,319.9,141.18,22.66
8354,127.8,49,9.819,25.2,442.5,143.53,118.34
8355,131.5,49,12.782,23.8,596.4,141.18,117.24
8356,134.2,49,10.411,18.7,595.1,141.18,123.91
8357,135.3,49,9.343,15.6,508.1,143.53,125.1
8358,135.6,49,8.83,14.8,502,143.53,124.69
8359,136.2,49,9.017,14.7,493.3,145.88,124.9
8360,136.8,49,8.601,13.7,494.3,143.53,124.95
8361,136.4,49,9.347,14.1,484.6,145.88,125.21
8362,136.5,49,8.89,13.9,477,143.53,124.87
8363,136.5,49,8.957,14,478.5,143.53,124.92
8364,137.1,49,8.766,14,494,141.18,124.92
8365,138.2,49,8.796,13.1,482.9,143.53,125.17
8366,138.5,49,8.818,12,462.6,145.88,125.25
8367,138.7,49,8.657,12.4,437.2,145.88,124.66
8368,137.6,49,8.968,15.6,468.8,150.59,124.75
8369,134.3,49,10.688,17.3,560.9,148.24,124.66
8370,136.4,49,9.628,15.9,590.7,148.24,125.04
8371,137.7,49,9.463,13.6,548.3,148.24,125.18
8372,137.6,49,8.762,12.9,502.6,150.59,125.37
8373,138.2,49,10.186,12.7,484,152.94,125.03
8374,139.3,49,8.537,12,472.5,150.59,125.03
8375,139.6,49,9.504,11.3,439.9,150.59,124.18
8376,138.8,49,8.62,12.3,443.2,150.59,125.61
8377,138.1,49,8.837,12.3,450.7,148.24,125.62
8378,137.7,49,10.77,13.5,524.6,143.53,125.45
8379,137.5,49,9.272,13.1,502.3,143.53,126.14
8380,137,49,10.077,18.2,494,141.18,125.97
8381,133.8,49,9.609,18.2,500.8,138.82,126.14
8382,135.7,49,9.523,17.2,536.5,138.82,126.23
8383,136.9,49,9.335,14.3,535.7,129.41,126.23
8384,136.9,49,9.804,13.7,523.8,129.41,126.14
8385,136.5,49,8.927,13.9,516.6,127.06,125.88
8386,136.3,49,10.736,14.6,498.9,131.76,125.8
8387,136.5,49,9.051,14,493.3,138.82,125.72
8388,136.9,49,11.254,14.1,513.6,138.82,126.06
8389,137.1,49,10.358,13.9,514.5,138.82,126.23
8390,137.2,49,9.995,14.2,486.2,141.18,126.44
8391,135.9,49,11.598,15.2,515.4,143.53,125.51
8392,136.9,49,10.343,14.5,514.8,143.53,125.59
8393,137.9,49,9.62,13.1,484.3,145.88,125.9
8394,137.1,49,10.384,13.7,517.4,150.59,126.14
8395,136.8,49,9.706,13.7,499.7,150.59,126.12
8396,136.7,49,9.38,14.4,476.2,155.29,125.36
8397,135.4,49,9.639,16.1,540.5,160,125.78
8398,134.3,49,10.819,16.5,582,162.35,125.62
8399,134.2,49,9.924,18.7,562.5,162.35,126.14
8400,133.2,49,11.433,21.7,648,162.35,124.86
8401,129.9,49,11.134,23.4,619.5,162.35,123.21
8402,130,49,11.83,23.7,631.5,162.35,116.14
8403,134.3,49,12.235,21,634.6,160,108.04
8404,136.9,49,9.343,15.9,634.3,157.65,124.58
8405,137.6,49,9.508,13.4,456.1,155.29,126.1
8406,138.2,49,8.286,12.8,414.9,152.94,126.18
8407,138.2,49,8.335,12.5,402.6,150.59,125.97
8408,138,49,8.698,12.7,426.8,145.88,125.89
8409,138.1,49,8.601,12.6,418.2,145.88,126.06
8410,138.6,49,8.298,12.3,420.3,143.53,125.97
8411,138.5,49,8.451,12.1,411.4,143.53,126.31
8412,138.2,49,8.271,17,422.4,141.18,125.88
8413,134.9,49,8.938,16.1,443.2,143.53,125.87
8414,138.8,49,9.024,15.6,450.2,143.53,125.88
8415,138.7,49,8.418,12.1,401,143.53,125.7
8416,138.3,49,9.163,12.7,449.5,141.18,125.28
8417,137.1,49,9.268,15.7,429.2,141.18,125.03
8418,135.7,49,10.264,15.6,573.9,143.53,125.03
8419,139,49,8.863,14.4,559.2,143.53,124.86
8420,139.5,49,8.283,11.5,429.1,148.24,125.37
8421,139.6,49,8.178,11.5,362.8,145.88,125.11
8422,139.6,49,8.181,11.2,380.3,148.24,125.03
8423,139.8,50,13.333,12.2,373.4,148.24,125.03
8424,142.6,50,14.262,13.3,466.2,148.24,125.03
8425,145.9,49,6.9,7.3,460.9,148.24,52.1
8426,146.6,49,5.907,4.1,371.8,134.12,49.41
8427,148,49,6.158,3.8,369.6,122.35,49.47
8428,147.7,49,5.552,4.1,241.9,120,49.58
8429,147.2,49,5.641,4.5,264.9,108.24,49.56
8430,147.7,49,5.619,4.7,335.1,124.71,49.43
8431,146.1,49,5.619,4.7,383.6,143.53,49.53
8432,145.8,50,10.808,6,382.9,152.94,49.46
8433,145.6,49,5.372,5.3,382.4,174.12,49.41
8434,145.6,50,8.462,5,159.9,183.53,49.59
8435,145.2,49,6.02,6.2,175.1,185.88,49.41
8436,144.7,49,5.334,5.6,162.3,188.24,49.62
8437,144.5,49,6.065,7.4,166.6,188.24,49.42
8438,151.8,58,5.686,1.1,148.9,188.24,48.38
8439,148.8,50,6.784,5.1,253.5,188.24,99.75
8437,144.8,50,7.522,6,279.7,190.59,105.22
8438,144,50,7.316,6.8,304.3,190.59,124.66
8439,143.5,50,8.878,7.2,355.5,195.29,125.26
8440,143.1,50,12.456,8.7,407.8,192.94,124.66
8441,142.4,50,7.226,11.3,347.4,195.29,124.93
8442,139.2,51,14.468,14.4,337.5,195.29,124.84
8443,142.6,50,10.654,13.4,335.4,195.29,131.94
8444,142.7,50,9.054,8.4,379.1,195.29,143.9
8445,141.8,49,8.305,9.1,398.2,183.53,144.67
8446,140.6,50,8.373,10.2,422.1,181.18,144.68
8447,139.7,50,8.414,11.3,443.7,181.18,144.34
8448,139.1,50,15.468,14.5,423.3,185.88,144.63
8449,136.8,50,12.213,14.7,504.8,192.94,144.75
8450,134.3,50,9.437,18.8,551.5,192.94,143.98
8451,133.3,50,14.595,19.4,581.5,200,143.13
8452,133,50,9.553,18.1,597.1,202.35,147.07
8453,133,50,13.149,19.8,636.6,204.71,149.29
8454,134.7,50,11.002,17.2,643.1,207.06,153.99
8455,135.7,50,11.343,15.6,603.8,211.76,155.59
8456,136.6,50,12.475,14.7,568.4,211.76,155.34
8457,137.9,50,15.105,15.5,507.7,209.41,155.36
8458,136.8,50,10.56,14.1,517.4,209.41,155.42
8459,137.2,50,11.033,13.9,529.5,204.71,163.2
8460,136.7,50,9.747,14.4,529.3,204.71,174.31
8461,136.8,51,16.319,17.6,524.5,207.06,174.31
8462,135.9,50,9.879,15.9,550.4,207.06,172.87
8463,136.6,50,13.048,15.4,544.5,207.06,174.74
8464,136.8,50,9.785,14.6,518.4,209.41,174.9
8465,137.7,50,12.539,14.8,518.5,209.41,174.82
8466,136.8,50,10.407,15.3,537.6,209.41,174.98
8467,134.4,50,11.149,20.7,659.7,209.41,174.07
8468,133,50,10.725,20,665.9,211.76,135.27
8469,134.3,50,16.603,19.2,597.4,214.12,149.87
8470,133.7,50,16.622,20,517.5,221.18,146.45
8471,133.8,50,13.052,17.9,566.1,225.88,160.98
8472,134.7,50,14.382,17.5,574.1,225.88,162.6
8473,134.7,50,10.047,17.2,570.6,228.24,173.26
8474,133.2,50,9.305,17.9,513.1,228.24,171.47
8475,136.5,50,11.838,17.5,494.9,223.53,158.79
8476,136.7,50,10.695,14.9,468.2,223.53,173.03
8477,136.2,50,12.34,15.6,488.7,218.82,175.07
