Hole Depth,Hook Load,Rotary RPM,Rotary Torque,Weight on Bit,Differential Pressure,Gamma at Bit,Rate Of Penetration
9911,127.8,80,11.205,27.8,583.8,289.41,201.64
9912,128.2,79,12.37,27,592.4,310.59,178.85
9913,129.2,80,13.232,26.5,611.1,329.41,178.26
9914,128,80,13.868,30.5,552.3,329.41,201.99
9915,124.1,80,13.606,35.4,535.3,329.41,213.34
9916,118.4,79,14.307,38.1,557.5,324.71,211.89
9917,133.2,79,10.875,26.8,589.7,324.71,114.86
9918,126.9,79,12.318,32.5,487.4,315.29,223.67
9919,130.2,80,13.588,33.7,654,315.29,220.34
9920,130,80,13.674,26.8,593.2,315.29,175.67
9921,128.2,79,12.021,28,583.7,310.59,218.71
9922,129,79,10.92,26.9,575.3,310.59,199.84
9923,128.8,79,10.804,26.5,557.1,310.59,195.97
9924,128.3,79,10.856,26.8,553,303.53,205.66
9925,128.7,79,10.736,26.8,561.2,303.53,203.47
9926,128.7,79,11.152,26.5,574.8,303.53,190.89
9927,128.8,79,11.223,30.4,570.2,303.53,189.77
9928,125.6,79,11.4,31,563.5,303.53,204.8
9929,128.8,79,10.976,29,582.9,301.18,197.2
9930,128.4,79,12.111,28.1,547.9,301.18,200.86
9931,127.5,80,16.142,29.9,561.4,303.53,203.94
9932,129.1,79,14.296,29.7,602.1,305.88,194.71
9933,129.8,79,10.59,26,603.2,305.88,173.02
9934,128.3,79,11.31,27.2,563.2,308.23,210.08
9935,129.3,79,12.183,26.8,608.3,275.29,204.96
9936,129.4,79,10.725,27.1,597.8,275.29,181.22
9937,127.6,79,11.594,28.1,572.3,265.88,210.35
9938,127.9,79,11.287,27.3,571.5,265.88,194.2
9939,127.4,79,11.291,27.7,558,265.88,193.95
9940,127.4,79,11.564,28,569.9,282.35,198.22
9941,128.3,79,11.343,27.4,570.6,308.23,188.31
9942,128.4,79,12.696,27.5,560.9,308.23,192.98
9943,127.3,80,13.756,28.5,560.9,308.23,208.36
9944,128.6,80,11.722,27.6,587,308.23,204.43
9945,128.9,79,11.025,26.1,576.8,298.82,183.52
9946,132.9,80,14.071,27.5,655.7,282.35,200.3
9947,132.2,79,10.755,25.3,578.4,272.94,163.35
9948,128.8,79,11.104,28.1,514.2,272.94,229.69
9949,127.4,79,11.467,28.7,577.7,277.65,229.52
9950,128.1,79,10.778,27.5,576.6,277.65,200.44
9951,127.7,79,11.089,27.7,549.1,277.65,199.85
9952,127.1,79,11.932,28.5,583.8,291.77,207.42
9954,144.2,80,8.994,18.1,164.2,310.59,165.03
9955,135.8,80,11.628,22.5,386.8,310.59,228.87
9956,131.4,80,13.291,25.3,593.4,310.59,228.87
9957,132.5,80,14.266,23.8,588,310.59,199.82
9958,131.5,80,15.487,25.7,512.8,312.94,223.22
9959,130.1,80,12.213,27.8,563.1,312.94,224.16
9960,127.8,80,11.149,27.9,560.2,308.23,196.33
9961,131.8,80,14.783,26.5,576.2,305.88,190.78
9962,132.1,80,15.063,24.5,550.6,305.88,205.21
9963,131.6,80,11.006,23.5,592.9,303.53,205.3
9964,131.5,80,10.613,23.4,594,303.53,187.03
9965,131.2,80,11.074,24.5,559.7,303.53,210.04
9966,130.7,80,10.703,24.4,565,305.88,208.86
9967,130.7,80,13.363,25.4,539.7,305.88,213.44
9968,130.2,80,11.077,24.7,552.1,303.53,219.08
9969,132.4,80,11.422,24.7,594.8,303.53,214.52
9970,132.4,80,10.411,22.9,565.9,301.18,195.2
9971,131.6,80,11.392,23.4,552,303.53,219.41
9972,131.9,80,11.201,22.8,558.5,303.53,215.22
9973,131.9,80,13.58,24.2,540.9,308.23,213.35
9974,131,80,11.104,24.2,544.9,308.23,219.75
9975,131.2,80,10.632,24.2,555.8,315.29,217.19
9976,131.4,80,13.052,24.4,543,315.29,206.34
9977,131.1,80,10.954,24,559.5,320,208.47
9978,132.2,80,11.19,23.7,571.3,315.29,193.52
9979,132.2,80,10.246,22.7,550,315.29,201.98
9980,131.6,80,10.77,23.2,537.4,315.29,215.82
9981,131.4,80,10.886,23.5,527.7,315.29,217.61
9982,131.4,80,10.523,23.5,532.1,315.29,219.23
9983,131.1,80,11.684,23.6,531.2,320,216.83
9984,131.2,80,11.055,23.5,545.4,320,217.77
9985,132.2,80,10.901,23.4,552.3,324.71,209.63
9986,132.3,80,10.358,23,548.6,324.71,206.73
9987,131.1,80,12.823,24.6,537.8,329.41,224.38
9988,131.4,80,11.448,24.4,568.2,329.41,223.21
9989,132,80,10.864,23,558.2,338.82,195.8
9990,131.8,80,11.403,24.1,533.1,348.23,216.45
9991,130.5,80,11.066,28.1,540.1,348.23,219.23
9992,128,80,10.909,28.1,542,338.82,210.28
9993,130.7,80,10.905,26.7,537.9,338.82,208.37
9994,130.6,80,11.842,24.5,580.9,322.35,210.51
9995,131.7,80,11.19,23.9,591.8,322.35,194.37
9996,131.8,80,13.546,24.4,533.9,322.35,214.32
9997,130.8,80,11.812,24.6,523.5,324.71,227.85
9998,130.2,80,10.74,24.9,540.1,324.71,227.76
9999,131.4,80,13.606,24.9,543.6,338.82,217.09
10000,131.2,80,12.921,24.6,535.9,338.82,215.67
10001,130.4,80,13.056,25.8,529.1,350.59,221.46
10002,130,80,13.666,26,555.2,350.59,219.64
10003,131.8,80,12.576,24.9,585,350.59,215.06
10004,131.9,80,10.688,23.3,563.3,355.29,200.17
10005,130.7,80,10.946,24.6,539.2,355.29,224.11
10006,130.3,80,10.703,24.4,542.4,357.65,222.25
10007,130.3,80,10.662,24.5,535.8,357.65,214.7
10008,130,80,11.381,24.7,533.2,362.35,216.76
10009,130.2,80,11.212,24.9,548.6,364.71,215.81
10010,130.1,80,10.583,24.7,533.8,364.71,215.47
10011,130,80,10.602,25,533.4,367.06,216.24
10012,129.8,80,11.231,25.2,557.9,367.06,220
10013,130.6,80,10.677,24.6,556.6,367.06,209.15
10014,130,80,10.781,25.2,535.4,367.06,214.2
10015,128.9,80,11.029,26,541.1,364.71,216.33
10016,130,81,15.82,27.3,559.6,364.71,212.15
10017,128.5,80,13.179,27.3,551.2,364.71,210.18
10018,130,80,11.651,26.9,586.9,364.71,210.27
10019,129.7,80,14.206,26.6,548,364.71,203.52
10020,129.7,80,11.52,25.8,549.8,364.71,210.44
10021,129.9,80,11.411,25,549.2,367.06,207.53
10022,130,80,10.939,25.1,545.4,367.06,209.41
10023,127.2,80,11.033,29.5,542.2,374.12,213.77
10024,127.3,80,11.512,28.2,543,374.12,209.93
10025,129.1,80,11.501,27.3,563,374.12,206.42
10026,129.5,80,13.052,26.1,566.7,378.82,203.35
10027,129.6,80,11.002,25.7,567.1,378.82,202.58
10028,129.3,80,12.707,25.6,560.1,376.47,204.64
10029,129.5,80,13.168,25.6,558.7,376.47,203.1
10030,130,80,10.916,25.1,565.1,381.18,198.04
10031,129.5,80,11.047,25.5,545.5,383.53,204.11
10032,128.7,80,12.037,26.3,562.9,383.53,205.65
10033,129.3,80,10.935,25.7,563.7,385.88,196.08
10034,129.3,80,11.044,26.4,543.4,385.88,206.17
10035,128.1,80,11.182,26.6,538.6,381.18,213.44
10036,128.7,80,12.213,26.8,555.2,381.18,211.9
10037,129.2,80,10.946,25.8,553,381.18,203.63
10038,128.7,80,11.355,26.4,557.4,376.47,213.69
10039,129.8,80,11.797,26.1,561.8,376.47,210.53
10040,130,80,10.901,25.1,562.1,374.12,189.35
10041,129.7,80,11.047,25.9,534,374.12,217.27
10042,128.3,80,11.452,26.5,556.6,374.12,220.69
10043,128.9,80,11.407,26.5,566.8,369.41,211.47
10044,128.8,80,12.535,26.3,557.6,369.41,198.21
10045,128.2,80,12.741,27,549.2,369.41,209.23
10046,128.1,80,15.685,28.8,554.4,371.77,205.9
10047,128,80,11.156,27.2,565.3,371.77,203
10048,127.5,80,11.062,27.9,550.7,371.77,200.7
10049,146.2,79,7.773,15,130.8,367.06,92.85
10050,138.4,79,9.009,19.1,300.3,367.06,174.47
10051,135,79,10.549,20.4,389.9,367.06,175.16
10052,133.4,79,11.729,22.3,464.6,367.06,194.67
10053,132.3,79,11.744,23.2,507.6,369.41,199.39
10054,131.3,79,10.763,25,534.5,369.41,199.43
10055,127.9,79,10.748,28.7,539.5,369.41,199.08
10056,130.3,80,14.003,27.8,548,369.41,198.23
10057,130.9,79,11.16,24.4,555.9,369.41,195.21
10058,131.1,79,10.789,23.9,547.8,369.41,196.1
10059,130.9,80,11.209,24.1,549.9,367.06,197.98
10060,130.4,80,10.707,24.4,556.1,367.06,197.65
10061,129.7,79,10.976,25.4,546,367.06,196.08
10062,129.5,79,10.879,25.5,554.4,367.06,196.76
10063,129.5,80,12.269,25.4,554.3,367.06,193.7
10064,130.1,79,11.089,24.9,570.7,367.06,192.67
10065,130.2,79,10.725,24.6,559.7,367.06,188.96
10066,130.2,80,13.378,25.5,565.2,362.35,189.43
10067,132.1,79,11.71,24.7,619.6,355.29,181.74
10068,132.2,79,10.486,23.2,616.4,343.53,173.7
10069,131.2,79,11.31,24.2,535.6,343.53,199.15
10070,130,80,11.568,25.2,557.9,331.77,199.15
10071,130.5,80,11.126,25.1,581.9,331.77,195.23
10072,130.9,80,11.059,24,570,331.77,187.19
10073,130.3,80,11.538,25.1,560.5,329.41,194.3
10074,130.5,79,10.957,25.1,571.3,329.41,194.3
10075,130.4,79,10.901,24.6,570.8,322.35,184.47
10076,130.1,80,12.16,24.6,573.4,317.65,187.71
10077,130.4,80,11.265,24.6,570.1,317.65,181.91
10078,130.2,79,10.913,24.6,560.2,310.59,189.33
10079,130,79,11.156,25.1,557.7,310.59,193.01
10080,130.2,79,12.183,25.3,569.9,310.59,193.1
10081,130.3,79,11.044,24.5,569.1,312.94,179.94
10082,129.5,79,11.006,25.6,550,315.29,196.65
10083,129.3,79,11.325,25.9,573.9,315.29,196.82
10084,130,79,11.265,25.1,573.1,317.65,178.1
10085,129.8,79,11.205,25.3,570.1,312.94,182.64
10086,129.9,79,11.066,28.7,584.7,312.94,182.69
10087,127.4,79,12.306,29.6,575.4,301.18,178.51
10088,129.4,79,11.268,28.8,574.2,294.12,183.03
10089,129.4,79,11.029,25.5,577,294.12,180.7
10090,129.5,79,11.231,25.4,582.7,291.77,180.8
10091,128.7,79,11.385,26.6,575.8,294.12,199.45
10092,127.5,79,11.654,27.2,608.1,294.12,202.69
10093,129.2,79,11.456,27,623.2,294.12,202.78
10094,128.9,79,11.452,26.3,615.5,294.12,191.49
10095,128,79,11.497,27,607.5,294.12,201.64
10096,129,79,11.508,27.2,633.8,291.77,196.42
10097,128.8,79,11.782,26.9,625,291.77,184.23
10098,127.4,79,11.478,27.4,616.5,280,196.01
10099,128.4,79,11.456,27,628.4,277.65,180.29
10100,127.8,79,12.527,27.7,607.9,277.65,194.55
10101,127.5,79,12.074,27.8,630.7,272.94,198.74
10102,129.8,79,12.426,27,646.1,272.94,161.16
10103,129.5,79,11.995,26.9,642.5,272.94,192.76
10104,129.6,80,14.37,26.6,639.1,272.94,168.06
10105,127.5,80,12.224,27.6,607.2,270.59,192.92
10106,127.5,79,11.808,27.7,617.8,270.59,191.38
10107,128.1,79,11.377,27.2,618.8,270.59,183.7
10108,128.1,79,11.699,26.7,604.6,268.23,192.66
10109,128.3,79,12.411,27.7,639.4,265.88,193.61
10110,128.8,79,11.171,27,641.1,265.88,187.46
10111,127.4,79,11.984,28,598.3,268.23,196.63
10112,126.9,79,12.381,28.2,603.3,270.59,197.41
10113,127.3,79,11.448,28.1,625.9,270.59,196.82
10114,126.5,79,14.014,29.2,621,270.59,196.36
10115,126.9,80,11.553,28.4,621.7,265.88,192.68
10116,126.5,79,12.141,28.7,620.6,265.88,193.53
10117,126.5,79,11.815,28.4,617.8,263.53,187.7
10118,126.3,80,15.506,32.5,600.7,263.53,195.23
10119,125.4,79,11.651,32.6,634.6,263.53,195.23
10120,127.5,79,11.182,29.1,599.7,265.88,193.41
10121,126,79,12.063,29.1,597.7,265.88,198.13
10122,127.3,79,12.014,29,631.3,265.88,196.94
10123,127.1,79,11.516,27.7,601,263.53,193.42
10124,127.2,80,12.756,28.2,607.4,263.53,195.47
10125,127.5,79,11.808,27.7,612.4,263.53,193.51
10126,127.2,79,11.325,28,605.9,263.53,190.19
10127,127.3,80,14.831,29.1,616.5,263.53,191.55
10128,126.8,79,12.767,28.6,597.4,263.53,196
10129,127.2,80,11.546,28.1,623.7,263.53,196.62
10130,126.9,80,14.524,29.4,589.8,263.53,196.9
10131,126.1,80,15,29.9,594.2,263.53,198.75
10132,127.8,80,12.812,28.8,622.1,258.82,197.55
10133,127.9,80,11.355,27,600.1,258.82,195.67
10136,128.5,79,11.572,26.4,608.3,256.47,191.82
10137,128.3,80,15.101,28.6,578,256.47,204.79
10138,129.2,80,16.813,29.1,552.2,256.47,205.9
10139,127.3,79,11.733,27.6,609.4,258.82,206.26
10140,128.2,79,11.021,27.1,609.2,258.82,201.13
10141,127.8,80,11.096,27.3,584.2,261.18,205.66
10142,127.2,80,11.179,27.7,577.4,261.18,206
10143,126.4,79,11.523,28.5,606.7,261.18,205.83
10144,145.4,80,6.975,9.5,33,265.88,67.82
10145,139.4,80,8.684,14.2,219.9,265.88,167.56
10146,135.1,80,9.373,15.2,326.4,256.47,166.64
10147,134.4,80,11.696,16.5,363.6,258.82,178.93
10148,133.2,80,10.249,17.4,410.3,258.82,191.16
10149,132.2,80,10.504,17.9,445.7,258.82,197.22
10150,131.3,80,13.636,25.1,453.2,261.18,213.18
10151,127.1,80,11.411,23.3,497.6,261.18,225.08
10152,129.4,80,11.568,23.2,525.4,263.53,228.86
10153,127.6,80,13.007,23.1,586.2,263.53,240.57
10154,128.3,80,12.205,22.5,593.8,265.88,238.72
10155,127.9,80,11.902,22.4,580.9,265.88,218.52
10156,127.5,80,11.602,23.1,574.4,268.23,221.34
10157,126.9,80,11.516,23.5,559.3,268.23,224.77
10158,126.8,80,11.924,23.4,557.2,268.23,224.94
10159,126.6,80,12.141,23.6,578.2,268.23,225.2
10160,127.8,80,11.789,23.5,597.4,265.88,223.32
10161,128.3,80,11.227,22.2,587.8,265.88,205.57
10162,127.6,80,12.411,23,577.6,265.88,218.63
10163,128.3,80,11.845,23.1,603.2,268.23,218.38
10164,128.5,80,11.081,21.8,599.9,268.23,198.74
10165,127.9,80,11.845,22.9,566.6,270.59,222.65
10166,128.3,80,12.014,23,601.8,270.59,223.33
10167,129,80,11.658,21.5,597.8,268.23,206.33
10168,128.9,80,11.298,21.6,566.9,265.88,220.83
10169,128.3,80,11.714,21.9,564.4,265.88,224.93
10170,128,80,11.501,22.2,569.7,261.18,224.51
10171,138.1,80,11.328,22.2,576.4,265.88,224.16
10172,139.9,80,7.069,11.5,488.3,263.53,74.76
10173,139.9,80,6.814,10.5,398.7,263.53,74.76
10174,140.1,80,6.896,10.2,393,258.82,74.56
10175,140,80,6.78,10,385.1,263.53,74.52
10176,144.1,80,6.698,9.9,381.9,270.59,72.7
10177,143.3,80,6.301,8.4,200.1,272.94,49.49
10178,143.4,80,6.275,8.5,209.1,268.23,49.75
10179,143,80,6.102,8.6,311.7,265.88,49.94
10180,141.9,80,5.997,8.6,345.4,268.23,49.7
10181,141.9,80,6.035,8.4,337.4,261.18,49.73
10182,141.2,80,6.342,13.5,323.1,261.18,82.61
10183,135.8,79,7.181,15.6,213.5,261.18,100.16
10184,137.5,80,7.882,15.1,264.2,261.18,131.17
10185,135.6,80,8.74,15.8,314.9,265.88,150.3
10186,134.3,80,8.818,16.3,350,268.23,159.77
10187,133.4,79,9.107,17.4,374.2,268.23,177.95
10188,131.9,80,10.261,19.1,407.5,265.88,199.05
10189,130.4,80,11.22,19.9,447.3,268.23,201.53
10190,129.7,80,10.729,20.6,479.5,268.23,219.38
10191,129,80,10.901,21.3,496.9,265.88,225.11
10192,128.2,80,12.242,22.3,517.2,265.88,229.05
10193,127.5,80,11.37,23,545,268.23,247.32
10194,126.5,80,11.729,23.8,577.5,268.23,249.54
10195,126.7,80,11.8,23.5,572.9,268.23,238.51
10196,126.3,80,11.819,24.3,586.1,268.23,247.36
10197,125.1,80,13.411,26.1,636.2,265.88,249.89
10198,125.1,80,12.183,25.4,643.6,265.88,245.58
10199,124.8,80,12.295,25.9,620,268.23,233.32
10200,124.4,80,12.419,26.4,631,268.23,238.97
10201,124.9,80,12.145,25.7,633,265.88,231.13
10202,124.7,80,11.924,25.4,615.7,265.88,225.71
10203,124.8,80,11.744,25.5,609.7,265.88,226.47
10204,124.7,80,13.014,25.7,632.1,265.88,223.82
10205,124.9,80,13.082,25.8,633.7,263.53,219.89
10206,124.4,80,12.512,25.8,627,263.53,222.63
10207,124.9,80,15.03,25.3,630.6,263.53,222.12
10208,125,80,14.734,26.1,626.2,261.18,217.77
10209,124.8,80,12.044,25.7,626.4,261.18,220.24
10210,124.4,80,12.546,25.6,624.6,258.82,218.69
10211,125.7,80,12.149,25.6,642.4,258.82,218.77
10212,125.7,80,11.677,24.5,628.3,258.82,213.41
10213,125.6,79,11.767,24.9,624.1,258.82,215.93
10214,124.5,80,12.119,30.3,626.1,258.82,220.75
10215,120.6,80,12.28,30.4,635.5,261.18,218.05
10216,125.6,80,12.224,29.7,650.4,261.18,207.2
10217,125.2,80,11.797,25.1,631.5,261.18,204.46
10218,124.8,80,12.265,25.8,619.1,261.18,220.09
10219,125.9,80,12.658,25.8,652.5,261.18,220.09
10220,126.3,79,11.684,24.9,652.6,258.82,199.44
10221,128.9,80,12.407,26.1,680.8,258.82,210.64
10222,127.9,80,12.344,24.2,629.8,256.47,183.26
10223,125.4,79,12.37,26.4,621.4,256.47,225.69
10224,124.9,80,13.067,27.5,661.2,254.12,224.57
10225,125.1,80,12.966,26.8,651.6,258.82,191.54
10226,123.7,80,12.861,27,651.3,258.82,202.05
10227,123.6,80,12.864,27.6,651.8,261.18,213.05
10228,125,80,11.898,26.7,653.4,256.47,209.18
10229,124.6,80,13.254,26.7,652.5,256.47,209.39
10230,125,80,12.063,26.3,650.3,254.12,200.46
10231,123.8,80,14.633,27.4,632.7,254.12,210.9
10232,124.9,80,12.718,27.2,651.2,251.76,210.14
10233,124.8,80,11.973,26.8,647.9,254.12,194.54
10234,124,80,17.971,28.5,657.4,254.12,215.79
10235,123.8,80,18.046,30.1,637.2,256.47,197.78
10236,131.7,80,13.704,28.9,670.5,256.47,206.84
10237,129,80,13.306,24.3,471.6,251.76,197.88
10238,126.2,80,15.157,25.8,523.9,251.76,215.89
10239,123.6,80,12.377,28.2,588.7,251.76,216.4
10240,139.4,80,9.538,16.3,262,254.12,130.28
10241,133.1,80,10.463,19,435.5,251.76,174.04
10239,130.6,80,11.122,19.5,461.1,251.76,174.38
10240,130.2,80,10.954,20.2,514.7,249.41,174.72
10241,129.6,80,11.216,20.7,544.9,249.41,174.47
10242,129.5,80,11.295,21,566.2,249.41,175.5
10243,128.6,80,12.201,27.2,592.9,249.41,193.19
10244,122.2,80,12.52,28,627.8,249.41,193.87
10245,127,80,12.561,28.1,668.8,251.76,191.75
10246,130,80,11.302,22.9,672.8,249.41,177.22
10247,128.5,80,12.246,23.1,603.7,249.41,197.67
10248,126.6,80,12.321,24.1,631.4,249.41,197.84
10249,125.8,80,12.115,25,637.5,249.41,195.8
10250,125.1,80,12.557,25.6,643.7,249.41,197.82
10251,125,80,12.265,25.4,642,244.71,189.53
10252,125.9,80,12.479,25.6,665.2,240,184.52
10253,127.2,80,11.999,24,665.4,240,174.36
10254,126.1,80,12.591,24.7,652.9,240,194.01
10255,126.9,80,12.033,23.7,651.9,240,185.22
10256,126.4,80,12.31,24.1,625.2,240,195.58
10257,125.9,80,12.156,24.9,645.4,242.35,195.75
10258,125.3,80,12.261,26.7,641.3,249.41,186.52
10259,125.2,80,13.479,27.6,667.3,249.41,195.41
10260,126.4,80,12.606,24.8,664.2,249.41,157.99
10261,127,80,12.606,23.9,653.4,247.06,166.28
10262,126.7,80,12.658,24,645.8,247.06,182.66
10263,126.2,80,12.321,24.3,646.5,244.71,184.02
10264,126.9,80,12.325,24.6,660.7,235.29,183.68
10265,126.7,80,12.441,24.6,642.1,235.29,188.64
10266,125.6,80,12.625,24.8,641.1,232.94,191.71
10267,126.5,80,12.22,24.8,654.6,232.94,180.44
10268,132.7,80,11.602,23.5,651.8,228.24,152.11
10269,134,80,10.324,17.1,493.1,228.24,98.81
10270,133.9,80,9.253,16.2,409.2,237.65,100.47
10271,133.9,80,9.264,16.3,397.2,242.35,100.48
10272,134.6,80,11.392,16.1,397.6,242.35,100.3
10273,135,80,11.328,15.7,381.1,247.06,100.78
10274,139.2,80,8.462,14.9,370.2,249.41,100.01
10275,138.4,80,6.769,13.3,161.4,247.06,49.6
10276,139.7,80,6.679,13.5,53.6,244.71,38.89
10277,140,80,6.702,11.1,188.3,242.35,38.57
10278,141.9,80,6.436,9.8,178.8,237.65,30.29
10279,142.4,80,6.211,7.8,136.3,232.94,29.92
10280,143.1,80,6.203,8,129.7,235.29,29.6
10281,144.9,80,5.582,7,95.2,225.88,18.95
10282,144.8,80,5.795,7.3,118.1,223.53,25.29
10283,142.5,80,6.316,8,145.3,228.24,38.8
10284,141.8,49,6.215,8.3,158.3,225.88,38.72
10285,141.3,49,6.675,9.1,197,211.76,38.7
10286,141,49,6.151,9.2,173,204.71,38.66
10287,141.3,50,8.058,9.1,183.2,218.82,38.63
10288,141.6,50,7.245,8.7,183.6,230.59,38.77
10289,141.9,50,9.841,8.7,166.3,235.29,38.72
10290,142,49,6.057,8.1,160.1,232.94,38.61
10291,141.6,49,6.117,9,176.9,230.59,38.67
10292,140.9,49,6.271,9.3,186.9,225.88,38.65
10293,140.6,49,6.765,9.9,178.9,225.88,38.6
10294,140,49,6.544,10.2,225.1,228.24,38.69
10295,140.9,50,6.305,9.9,225.4,230.59,38.67
10296,141.1,49,6.128,8.9,158.2,230.59,38.67
10297,141.1,49,6.327,9.2,150.8,228.24,38.51
10298,140.6,49,6.162,9.8,156.1,225.88,38.61
10299,140.2,50,6.26,10,157.1,230.59,38.55
10300,139.9,50,6.983,10.4,237,230.59,38.67
10301,139.3,50,8.706,11.9,164,232.94,38.74
10302,140.2,50,9.35,11.6,172.9,232.94,38.64
10303,140.9,49,6.335,9.6,170.2,232.94,38.61
10304,140.7,49,6.346,9.6,211.3,216.47,38.73
10305,144,50,6.05,11,116.5,204.71,46.84
10306,139.8,50,7.043,18.7,186.4,209.41,59.55
10307,132.4,50,7.661,19.9,226.6,223.53,59.74
10308,136.4,50,7.96,19.8,265.1,232.94,59.66
10309,137.4,50,7.923,14.6,277.5,232.94,59.26
10310,138.8,50,7.245,13.8,268.4,232.94,60.25
10311,139.8,50,8.781,12.6,295.3,232.94,59.66
10312,140.1,50,9.86,12.1,212.1,237.65,59.98
10313,139.4,50,7.234,12.1,226.8,232.94,60.02
10314,139.4,50,7.099,12.4,215.8,232.94,60.09
10315,138.6,50,7.11,13.4,215.3,228.24,59.68
10316,137.9,50,8.002,15.4,244.7,223.53,59.6
10317,135.6,50,7.316,18.9,227.9,225.88,59.79
10318,132.1,50,8.339,20.8,271.5,230.59,59.8
10319,130.9,50,8.522,20.9,290.9,230.59,60.12
10320,130.8,50,9.186,20.7,266.6,218.82,59.98
10321,131.5,50,9.163,20.7,326.4,221.18,60.17
10322,137.6,50,8.927,19.4,353.1,225.88,60.06
10323,142.8,50,7.14,13.4,278,240,57.69
10324,143.3,50,6.23,9.8,2.9,240,28.83
10325,142.7,50,6.143,9.5,107.8,244.71,28.9
10326,142.6,50,6.263,9.3,85.9,242.35,28.9
10327,142.1,50,6.589,11.4,132.6,240,49.67
10328,139.7,50,6.788,11.8,154.2,244.71,49.68
10329,139.4,50,6.788,12.8,162.3,235.29,49.48
10330,139.1,50,6.642,12.7,162.6,209.41,49.54
10331,138.6,50,6.589,14.4,164.9,216.47,49.7
10332,143.7,49,6.308,10.7,190.7,221.18,36.79
10333,140.2,49,7.417,13.5,269.2,221.18,58.77
10334,137.9,49,7.732,13.8,311.1,225.88,59.2
10335,138.3,49,7.781,13.5,318,218.82,59.22
10336,138.5,49,7.814,13,317,214.12,59.41
10337,138.7,49,7.462,13.6,317.8,223.53,59.03
10338,137.3,49,8.077,19.7,315.8,228.24,58.83
10339,132.1,49,7.605,22,313.5,225.88,58.96
10340,132.7,49,9.714,22.1,392,232.94,59.09
10341,133,49,8.391,19.5,375.3,237.65,59.54
10342,133.4,49,9.302,20.2,383.6,242.35,59.14
10343,136.2,49,8.695,17.7,386,240,59.18
10344,136.1,50,10.931,16.5,290.3,240,58.93
10345,139.2,49,7.912,15,310.1,240,59.05
10346,139.4,49,7.35,12.3,281.2,228.24,59.4
10347,139.5,49,7.365,12,272.4,202.35,59.42
10348,139.7,49,7.234,11.8,278.4,190.59,59.23
10349,139.4,49,7.237,12.9,282.8,190.59,59.32
10350,138.1,49,7.541,15.1,279.7,204.71,59.2
10351,135.7,49,7.919,18.9,276,216.47,58.89
10352,131.8,50,13.913,21.8,314.1,223.53,59.15
10353,133.5,49,11.55,21.2,426.7,225.88,59.03
10354,134.5,49,11.639,18.2,421.2,223.53,59.28
10355,132.9,49,9.066,19.2,341.7,232.94,59.29
10356,134.8,50,10.639,18.7,366.9,235.29,59.17
10357,136.4,50,12.141,17,361.4,232.94,59.07
10358,137.8,50,9.474,15,314.1,230.59,59.06
10359,139.9,49,7.889,13.3,315.2,225.88,58.86
10360,140.9,49,7.335,11,281.6,223.53,58.77
10361,145.8,49,6.735,9.8,209.1,221.18,71.38
10362,141.1,49,7.65,12.8,283,221.18,90.36
10363,138.2,49,8.418,13.9,342.7,218.82,97.62
10364,137.2,49,8.586,14.9,361,218.82,105.39
10365,136.2,49,9.066,15.8,394.3,221.18,115.12
10366,135.2,49,9.819,16.7,422.9,218.82,120.19
10367,135.1,49,9.571,16.8,427.2,216.47,120.42
10368,135.3,49,8.987,16.4,421,211.76,120.68
10369,135.1,49,9.174,18.3,413.9,211.76,121.18
10370,132.3,49,9.126,20.6,416.5,209.41,121.09
10371,131.9,49,9.223,21.5,426.8,216.47,120.83
10372,134.3,49,9.954,19.8,463.7,216.47,121.28
10373,134,49,9.879,17.6,483.6,218.82,121.11
10374,134.8,49,9.796,17.5,486.3,221.18,121.19
10375,135.3,49,9.931,16.7,484,223.53,120.85
10376,135.1,49,9.721,16.4,433.2,221.18,120.86
10377,135,49,9.755,16.6,436.1,221.18,121.13
10378,134.8,49,9.815,17.3,474.4,221.18,120.99
10379,133.7,49,10.486,18.2,491.2,211.76,121.22
10380,133.4,50,10.624,18.5,510.6,204.71,121.14
10381,134.3,49,10.1,18,487.7,195.29,121.38
10382,136.1,49,9.8,16.9,477.8,188.24,121.12
10383,136.1,49,9.365,15.8,423.4,185.88,121.03
10384,135.2,49,9.481,16.4,431.2,185.88,121.17
10385,134.7,49,9.789,17,442.2,190.59,121.26
10386,134.6,49,10.246,17,457.6,188.24,121.01
10387,134.7,49,9.62,17,451.4,188.24,120.42
10388,134,49,9.747,17.6,449.8,188.24,121.11
10389,133.6,49,9.609,17.9,448.6,192.94,120.93
10390,133.1,49,10.665,18.6,478.5,195.29,121.21
10391,133.2,49,10.163,18.3,477.3,202.35,120.87
10392,133.1,49,10.088,18.6,463.2,202.35,120.87
10393,133.5,49,10.362,18.4,462.5,202.35,121.1
10394,134.5,49,9.954,17.7,456.4,195.29,121.17
10395,137.7,49,9.283,16.8,432.6,190.59,121.35
10396,142.6,49,7.44,13.4,342.7,192.94,66.64
10397,143.8,49,6.481,9.3,76.2,200,44.11
10398,144.9,49,6.612,8,17.7,195.29,43.89
10399,144.9,49,6.237,8.4,125.3,195.29,44.11
10400,143,49,6.38,8.4,141.3,197.65,44.02
10401,142.7,50,8.949,10.6,140.9,197.65,44.08
10402,141.4,50,9.126,12.9,128.2,195.29,43.43
